,BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
2502,21-20612,False,False,False,False,True,False,False,
2503,21-20613,False,False,False,False,False,True,False,
2504,21-20614,False,False,False,False,False,False,True,
2505,21-20615,False,False,False,False,False,False,False,
2506,21-20616,False,False,False,False,False,False,True,
2507,21-20617,False,False,False,False,False,False,False,
2508,21-20618,False,False,False,False,False,False,False,
2509,21-20619,False,False,False,False,False,False,True,
2510,21-20622,False,False,False,False,False,False,False,
2511,21-20625,False,False,False,False,False,False,False,
2512,21-20630,False,False,False,False,True,False,False,
2513,21-20634,False,False,False,False,True,False,False,
2514,21-20637,False,False,False,False,False,True,False,
2515,21-20640,False,False,False,False,False,False,True,
2516,21-20642,False,False,False,False,True,False,False,
2517,21-20643,False,False,False,False,False,True,False,
2518,21-20644,False,False,False,False,False,False,False,
2519,21-20646,False,False,False,False,False,False,False,
2520,21-20653,False,False,False,False,False,False,False,
2521,21-20659,False,False,False,False,False,False,False,
2522,21-20660,False,False,False,False,False,True,False,
2523,21-20661,False,False,False,False,False,False,False,
2524,21-20663,False,False,False,False,False,True,False,
2525,21-20666,False,False,False,False,True,False,False,
2526,21-20668,False,True,False,False,False,False,False,
2527,21-20671,False,True,False,False,False,False,False,
2528,21-20673,False,True,False,False,False,False,False,
2529,21-20674,False,False,False,False,True,False,False,
2530,21-20675,False,False,False,False,True,False,False,
2531,21-20676,False,False,False,False,True,False,False,
2532,21-20677,False,False,False,False,False,False,True,
2533,21-20679,False,False,False,False,False,False,True,
2534,21-20680,False,False,False,False,False,False,False,
2535,21-20683,False,False,False,False,False,False,True,
2536,21-20686,False,False,False,False,False,False,False,
2537,21-20688,False,True,False,False,False,False,False,
2538,21-20690,False,False,False,False,True,False,False,
2539,21-20692,False,False,False,False,True,False,False,
2540,21-20694,False,False,False,False,False,True,False,
2541,21-20697,False,False,False,False,True,False,False,
2542,21-20699,False,False,False,False,False,False,False,
2543,21-20701,False,False,False,False,False,False,False,
2544,21-20704,False,False,False,False,True,False,False,
2545,21-20706,False,False,False,False,False,False,True,
2546,21-20712,False,False,False,False,False,False,True,
2547,21-20713,False,False,False,False,True,False,False,
2548,21-20714,False,False,False,True,False,False,False,
2549,21-20715,False,True,False,False,False,False,False,
2550,21-20720,False,False,False,False,True,False,False,
2551,21-20721,False,False,False,False,False,False,False,
2552,21-20734,False,False,False,False,False,False,False,
2553,21-20735,False,False,False,False,False,False,True,
2554,21-20739,False,False,False,False,True,False,False,
2555,21-20740,False,False,False,False,True,False,False,
2556,21-20741,False,True,False,False,False,False,False,
2557,21-20745,False,True,False,False,False,False,False,
2558,21-20746,False,False,True,False,False,False,False,
2559,21-20753,False,False,False,False,True,False,False,
2560,21-20754,False,False,False,False,True,False,False,
2561,21-20759,False,False,False,False,False,True,False,
2562,21-20761,False,False,False,False,True,False,False,
2563,21-20762,False,False,False,False,False,False,False,
2564,21-20765,False,False,False,False,False,False,True,
2565,21-20767,False,False,False,True,False,False,False,
2566,21-20771,False,False,False,False,False,False,True,
2567,21-20772,False,False,False,False,False,False,True,
2568,21-20776,False,False,False,False,False,True,False,
2569,21-20781,False,False,False,False,True,False,False,
2570,21-20782,False,False,False,False,False,False,False,
2571,21-20784,False,False,False,False,False,False,False,
2572,21-20786,False,False,False,True,False,False,False,
2573,21-20789,False,False,False,False,True,False,False,
2574,21-20790,False,True,False,False,False,False,False,
2575,21-20796,False,False,False,False,False,False,False,
2576,21-20800,False,False,False,False,True,False,False,
2577,21-20804,False,False,False,True,False,False,False,
