BOAMP_AVIS_NUM,D_11_01_Conditiondelai_Receptcandidat,D_11_02_Conditiondelai_Receptoffres,D_11_03_Conditiondelai_Limiteenvoiinvit,D_11_04_Conditiondelai_Validiteoffre,D_11_04_01_Conditiondelai_Validiteoffre_Jusquau,D_11_04_02_Conditiondelai_Validiteoffre_Dureemois,D_11_04_03_Conditiondelai_Validiteoffre_Dureejour,D_11_05_Conditiondelai_Dureesystemequalification
21-163978,,2022-01-17 11:00:00,,CF_NIV_SUIV,,3.0,,
21-163979,,2022-01-17 11:00:00,,CF_NIV_SUIV,,4.0,,
21-163983,,2022-01-14 11:00:00,,CF_NIV_SUIV,,,,
21-163985,,2022-01-20 11:00:00,,CF_NIV_SUIV,,,90.0,
21-163994,,2022-01-10 11:00:00,,CF_NIV_SUIV,,,,
21-163995,,2022-01-18 11:00:00,,CF_NIV_SUIV,,4.0,,
21-163997,,2022-01-31 11:00:00,,CF_NIV_SUIV,,,,
21-164001,,2022-01-24 11:00:00,,CF_NIV_SUIV,,,,
21-164002,,2022-01-24 10:00:00,,CF_NIV_SUIV,,,120.0,
21-164006,,2022-01-18 11:00:00,,CF_NIV_SUIV,,3.0,,
21-164015,,2022-01-06 11:00:00,,CF_NIV_SUIV,,,120.0,
21-164016,,2022-01-14 11:00:00,,CF_NIV_SUIV,,,150.0,
21-164017,,2022-01-20 10:00:00,,CF_NIV_SUIV,,,,
21-164018,,2022-01-25 11:00:00,,CF_NIV_SUIV,,,,
21-164019,,2022-01-21 19:00:00,,CF_NIV_SUIV,,4.0,,
21-164020,,2022-01-24 11:00:00,,CF_NIV_SUIV,,5.0,,
21-164021,,2022-01-26 11:00:00,,CF_NIV_SUIV,,,120.0,
21-164022,,2022-01-17 09:30:00,,CF_NIV_SUIV,,4.0,,
21-164025,,2022-01-18 11:00:00,,CF_NIV_SUIV,,,,
21-164030,,2022-01-20 13:00:00,,CF_NIV_SUIV,,6.0,,
21-164032,,2022-01-18 11:00:00,,CF_NIV_SUIV,,,180.0,
21-164033,,2022-01-13 11:00:00,,CF_NIV_SUIV,,6.0,,
21-164036,,2022-01-31 15:00:00,,CF_NIV_SUIV,,,,
21-164038,,2022-02-28 11:00:00,,CF_NIV_SUIV,,,120.0,
21-164041,,2022-01-05 15:00:00,,CF_NIV_SUIV,,12.0,,
21-164044,,2021-12-28 10:00:00,,CF_NIV_SUIV,,,,
21-164045,,2022-01-18 15:00:00,,CF_NIV_SUIV,,5.0,,
21-164047,,2022-01-17 11:00:00,,CF_NIV_SUIV,,,120.0,
21-164048,,2022-02-03 11:00:00,,CF_NIV_SUIV,,,,
21-164052,,2022-01-17 11:00:00,,CF_NIV_SUIV,,6.0,,
21-164053,,2022-01-17 11:00:00,,CF_NIV_SUIV,,,120.0,
21-164054,,2022-01-13 11:00:00,,CF_NIV_SUIV,,4.0,,
