BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
15-38225,False,False,False,False,True,False,False,
17-54631,False,False,False,False,True,False,False,
20-103244,False,True,False,False,False,False,False,
20-135394,False,False,False,False,False,False,False,
20-17267,False,False,False,False,False,False,False,
20-22451,False,False,False,False,False,False,True,
21-15834,False,False,False,False,False,True,False,
21-16052,False,True,False,False,False,False,False,
21-18552,False,False,False,False,False,False,False,
21-26971,False,False,False,False,False,False,True,
21-37905,False,True,False,False,False,False,False,
21-38619,False,False,False,True,False,False,False,
21-39344,False,False,False,False,True,False,False,
21-40006,False,False,False,False,False,False,True,
21-43176,False,True,False,False,False,False,False,
21-44352,False,False,False,False,True,False,False,
21-44606,False,False,False,False,True,False,False,
21-46661,False,False,False,False,True,False,False,
21-50966,False,False,False,False,False,False,False,
21-51827,False,False,True,False,False,False,False,
21-52993,False,False,False,False,False,True,False,
21-53341,False,False,False,False,True,False,False,
21-53997,False,False,False,True,False,False,False,
21-54976,False,True,False,False,False,False,False,
21-55145,False,False,False,True,False,False,False,
21-56255,False,False,False,False,True,False,False,
21-56309,False,False,False,True,False,False,False,
21-58219,False,False,False,False,False,False,True,
21-58519,False,False,False,False,False,False,False,
21-59883,False,False,False,False,False,False,True,
21-60567,False,False,False,True,False,False,False,
21-61999,False,False,False,False,False,False,True,
21-62081,False,False,False,False,False,False,True,
21-62489,False,False,False,True,False,False,False,
21-62724,False,False,False,False,False,False,False,
21-62840,False,False,False,False,False,False,True,
21-63098,False,False,False,False,False,False,True,
21-63213,False,False,False,False,False,False,True,
21-63476,False,False,False,False,True,False,False,
21-63567,False,False,False,False,False,False,True,
21-64282,False,False,False,False,True,False,False,
21-64801,False,False,False,True,False,False,False,
21-65340,False,False,False,False,True,False,False,
21-65788,False,False,False,False,True,False,False,
21-66224,False,False,False,False,True,False,False,
21-66504,False,False,False,True,False,False,False,
21-66539,False,False,False,False,False,True,False,
21-66863,False,False,False,False,True,False,False,
21-67099,False,False,False,True,False,False,False,
21-67261,False,False,False,True,False,False,False,
21-67282,False,False,False,True,False,False,False,
21-67331,False,False,False,True,False,False,False,
21-67663,False,False,False,False,False,False,True,
21-67671,False,False,False,False,False,False,False,
21-67804,False,False,False,True,False,False,False,
21-67837,False,False,False,False,False,False,True,
21-67864,False,False,False,False,True,False,False,
21-67869,False,False,False,False,True,False,False,
21-67959,False,False,False,False,False,False,False,
21-68132,False,False,False,False,True,False,False,
21-68241,False,True,False,False,False,False,False,
21-68406,False,False,False,False,False,False,True,
21-69115,False,False,False,False,False,False,True,
21-69151,False,False,False,True,False,False,False,
21-69166,False,False,False,False,True,False,False,
21-69515,False,False,False,False,False,False,True,
21-69524,False,False,False,False,False,False,True,
21-69691,False,False,False,False,False,True,False,
21-69713,False,False,False,False,False,False,True,
21-69766,False,False,False,False,False,True,False,
21-69837,False,False,False,False,False,False,True,
21-69854,False,False,False,False,False,False,False,
21-69856,False,False,False,False,False,True,False,
21-69969,False,False,False,False,True,False,False,
21-70043,False,False,False,False,True,False,False,
21-70221,False,False,True,False,False,False,False,
21-70307,False,False,False,True,False,False,False,
21-70527,False,False,False,False,False,False,True,
21-70564,False,False,False,True,False,False,False,
21-70581,False,False,False,True,False,False,False,
21-70651,False,False,False,False,False,False,True,
21-71128,False,False,False,True,False,False,False,
21-71195,False,False,False,True,False,False,False,
21-71241,False,False,False,False,True,False,False,
21-71309,False,False,False,False,True,False,False,
21-71335,False,False,False,False,False,False,True,
21-71338,False,False,False,False,False,False,True,
21-71403,False,False,False,False,True,False,False,
21-71467,False,False,False,False,False,True,False,
21-71481,False,False,False,True,False,False,False,
21-71738,False,True,False,False,False,False,False,
21-71767,False,False,False,False,False,True,False,
21-71842,False,False,False,False,False,False,True,
21-71901,False,False,False,False,True,False,False,
21-71907,False,False,False,True,False,False,False,
21-71972,False,False,False,True,False,False,False,
21-72060,False,True,False,False,False,False,False,
21-72062,False,False,False,False,True,False,False,
21-72269,False,True,False,False,False,False,False,
21-72510,False,False,False,False,False,False,True,
21-72512,False,False,False,False,False,False,False,
21-72530,False,False,False,False,True,False,False,
21-72548,False,False,False,False,False,False,True,
21-72565,False,False,False,True,False,False,False,
21-72626,False,False,False,False,False,False,True,
21-72631,False,True,False,False,False,False,False,
21-72640,False,False,False,False,True,False,False,
21-72653,False,False,False,False,True,False,False,
21-72657,False,False,False,False,True,False,False,
21-72691,False,False,False,False,False,False,True,
21-72700,False,False,False,False,False,False,True,
21-72791,False,False,False,False,True,False,False,
21-72793,False,False,False,False,True,False,False,
21-72838,False,False,False,False,False,False,True,
21-72852,False,False,False,False,True,False,False,
21-72863,False,False,False,False,True,False,False,
21-72888,False,False,False,False,False,False,True,
21-72897,False,False,True,False,False,False,False,
21-72915,False,False,False,False,True,False,False,
21-72920,False,False,False,False,True,False,False,
21-72925,False,False,False,False,True,False,False,
21-72961,False,False,False,False,True,False,False,
21-72991,False,False,False,False,True,False,False,
21-73022,False,False,False,False,True,False,False,
21-73043,False,False,False,False,True,False,False,
21-73165,False,False,False,False,False,True,False,
21-73199,False,False,False,False,False,False,False,
21-73204,False,False,False,False,False,False,True,
21-73206,False,False,False,False,False,False,True,
21-73211,False,False,False,False,True,False,False,
21-73213,False,False,False,False,False,False,True,
21-73219,False,False,False,False,True,False,False,
21-73221,False,False,False,False,False,False,False,
21-73222,False,False,False,False,False,False,False,
21-73227,False,False,False,False,False,False,False,
21-73228,False,False,False,False,False,False,True,
21-73229,False,True,False,False,False,False,False,
21-73230,False,True,False,False,False,False,False,
21-73231,False,False,False,False,False,False,False,
21-73233,False,False,False,False,True,False,False,
21-73236,False,True,False,False,False,False,False,
21-73243,False,False,True,False,False,False,False,
21-73244,False,False,False,False,False,False,False,
21-73245,False,False,False,True,False,False,False,
21-73246,False,False,False,False,True,False,False,
21-73247,False,False,False,False,False,False,True,
21-73248,False,False,False,True,False,False,False,
21-73249,False,False,False,False,True,False,False,
21-73253,False,False,False,True,False,False,False,
21-73256,False,False,False,False,False,False,False,
21-73265,False,False,False,False,False,False,False,
21-73268,False,False,False,False,True,False,False,
21-73270,False,False,False,False,True,False,False,
21-73274,False,False,False,False,False,False,True,
21-73278,False,False,False,False,True,False,False,
21-73282,False,False,False,False,False,False,True,
21-73283,False,False,False,False,False,True,False,
21-73285,False,False,False,False,False,False,True,
21-73296,False,False,False,False,False,False,True,
21-73300,False,False,False,False,False,True,False,
21-73301,False,False,False,True,False,False,False,
21-73302,False,False,False,False,True,False,False,
21-73306,False,False,False,False,False,False,True,
21-73307,False,False,False,False,False,True,False,
21-73310,False,False,False,False,False,False,True,
21-73314,False,False,False,True,False,False,False,
21-73317,False,False,False,False,True,False,False,
21-73318,False,False,False,False,False,False,True,
21-73319,False,False,False,False,False,False,False,
21-73321,False,True,False,False,False,False,False,
21-73323,False,False,False,False,True,False,False,
21-73327,False,False,False,False,False,False,True,
21-73328,False,False,False,False,True,False,False,
21-73330,False,False,False,True,False,False,False,
21-73332,False,False,False,False,False,False,True,
21-73350,False,False,False,False,True,False,False,
21-73352,False,False,False,False,True,False,False,
21-73356,False,False,False,False,False,False,True,
21-73359,False,False,False,False,True,False,False,
21-73361,False,False,False,False,True,False,False,
21-73363,False,False,False,False,True,False,False,
21-73367,False,False,False,False,False,False,True,
21-73368,False,False,False,False,False,True,False,
21-73372,False,False,False,False,False,False,False,
21-73373,False,False,False,False,False,False,True,
21-73375,False,False,False,False,False,False,False,
21-73378,False,False,False,False,False,True,False,
21-73379,False,False,False,False,False,False,False,
21-73380,False,False,False,False,True,False,False,
21-73381,False,False,False,False,True,False,False,
21-73383,False,False,False,False,False,False,True,
21-73386,False,False,False,False,False,False,True,
21-73393,False,False,False,False,False,False,True,
21-73395,False,False,False,False,False,False,True,
21-73400,False,False,False,False,True,False,False,
21-73403,False,False,False,False,False,False,True,
21-73404,False,False,False,False,False,True,False,
21-73407,False,False,False,False,False,False,False,
21-73408,False,False,False,False,True,False,False,
21-73409,False,False,False,False,False,False,False,
21-73410,False,False,False,False,False,False,True,
21-73411,False,False,False,False,False,False,True,
21-73412,False,False,False,False,False,False,True,
21-73413,False,False,False,True,False,False,False,
21-73416,False,False,False,True,False,False,False,
21-73417,False,False,False,False,True,False,False,
21-73418,False,False,False,True,False,False,False,
21-73420,False,False,False,False,False,False,True,
21-73423,False,False,False,False,True,False,False,
21-73424,False,False,False,True,False,False,False,
21-73435,False,False,False,False,True,False,False,
21-73436,False,False,False,False,False,False,True,
21-73438,False,True,False,False,False,False,False,
21-73439,False,False,False,False,True,False,False,
21-73448,False,False,False,False,False,False,False,
21-73452,False,True,False,False,False,False,False,
21-73454,False,False,False,False,True,False,False,
21-73457,False,False,False,False,True,False,False,
21-73459,False,False,False,False,True,False,False,
21-73461,False,True,False,False,False,False,False,
21-73463,False,False,False,False,False,False,False,
21-73466,False,False,False,False,True,False,False,
21-73469,False,False,False,False,False,True,False,
21-73470,False,False,False,False,False,False,True,
21-73471,False,False,False,False,True,False,False,
21-73472,False,False,False,False,False,True,False,
21-73473,False,False,False,True,False,False,False,
21-73476,False,False,False,True,False,False,False,
21-73479,False,True,False,False,False,False,False,
21-73482,False,False,False,False,True,False,False,
21-73484,False,False,False,True,False,False,False,
21-73485,False,False,False,False,True,False,False,
21-73487,False,False,False,False,True,False,False,
21-73488,False,False,False,False,False,False,True,
21-73490,False,False,False,False,True,False,False,
21-73492,False,False,False,False,False,False,True,
21-73500,False,False,False,False,True,False,False,
21-73501,False,False,False,True,False,False,False,
21-73506,False,True,False,False,False,False,False,
21-73510,False,False,False,False,False,False,True,
21-73512,False,True,False,False,False,False,False,
