,BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
0,19-84520,False,False,False,False,True,False,False,
1,20-101050,False,False,False,False,False,False,False,
2,16-123407,False,False,False,False,False,False,True,
3,20-103108,False,False,False,False,False,False,True,
4,20-106726,False,False,False,False,False,False,True,
5,20-112578,False,False,False,False,False,False,True,
6,20-147275,False,True,False,False,False,False,False,
7,20-149828,False,False,False,True,False,False,False,
8,20-151536,False,False,False,False,False,False,True,
9,20-158920,False,False,False,False,True,False,False,
10,20-38263,False,False,False,False,False,False,True,
11,20-44560,False,False,False,False,True,False,False,
12,20-46614,False,False,False,False,True,False,False,
13,20-63448,False,False,False,False,False,False,True,
14,20-84616,False,False,False,False,True,False,False,
15,21-10175,False,False,False,True,False,False,False,
16,21-12259,False,False,False,False,True,False,False,
17,21-12482,False,False,False,False,False,False,True,
18,21-13481,False,False,False,True,False,False,False,
19,21-13491,False,False,False,False,False,False,False,
20,21-17253,False,False,True,False,False,False,False,
21,21-21055,False,False,False,True,False,False,False,
22,21-22239,False,False,False,False,False,False,True,
23,21-22928,False,False,False,False,True,False,False,
24,21-25501,False,False,False,False,False,True,False,
25,21-26875,False,False,False,True,False,False,False,
26,21-27722,False,False,False,False,True,False,False,
27,21-29156,False,False,False,False,False,True,False,
28,21-29466,False,False,False,False,False,True,False,
29,21-29801,False,False,False,False,False,False,False,
30,21-31492,False,False,False,False,False,False,True,
31,21-31763,False,False,False,False,True,False,False,
32,21-32268,False,False,False,False,True,False,False,
33,21-33748,False,False,False,True,False,False,False,
34,21-33963,False,False,False,True,False,False,False,
35,21-34639,False,False,False,False,False,False,True,
36,21-35045,False,False,False,False,False,True,False,
37,21-35601,False,False,False,True,False,False,False,
38,16-19975,False,False,False,False,True,False,False,
39,21-36136,False,False,False,False,False,False,False,
40,21-36163,False,False,False,False,True,False,False,
41,21-36368,False,False,False,False,False,False,True,
42,21-36535,False,False,False,False,False,False,False,
43,21-36895,False,False,False,False,False,False,True,
44,21-37167,False,False,False,False,False,False,True,
45,21-37187,False,False,False,False,False,False,True,
46,21-37212,False,False,False,False,False,False,True,
47,21-37245,False,False,False,True,False,False,False,
48,21-37327,False,False,False,False,True,False,False,
49,21-38056,False,False,False,True,False,False,False,
50,21-38063,False,False,False,False,False,True,False,
51,21-38070,False,False,False,True,False,False,False,
52,21-38489,False,False,False,False,False,False,False,
53,21-38693,False,True,False,False,False,False,False,
54,21-39107,False,False,False,False,False,True,False,
55,21-39143,False,False,False,False,True,False,False,
56,21-39161,False,False,False,True,False,False,False,
57,21-39169,False,False,False,False,False,False,True,
58,21-39184,False,False,False,True,False,False,False,
59,21-39402,False,False,False,False,False,False,False,
60,21-39452,False,False,False,False,True,False,False,
61,21-39480,False,False,False,False,False,True,False,
62,21-39816,False,False,False,False,True,False,False,
63,21-40159,False,False,False,True,False,False,False,
64,21-40326,False,True,False,False,False,False,False,
65,19-119267,False,False,False,False,True,False,False,
66,21-41029,False,False,False,False,False,False,False,
67,21-41065,False,False,False,True,False,False,False,
68,21-41281,False,False,False,True,False,False,False,
69,21-41469,False,False,False,False,False,False,True,
70,21-41536,False,False,False,False,False,False,True,
71,21-41566,False,False,False,False,False,False,True,
72,21-41642,False,False,False,False,False,False,False,
73,21-41914,False,False,False,False,True,False,False,
74,21-42051,False,False,False,True,False,False,False,
75,21-42290,False,False,False,True,False,False,False,
76,21-42309,False,False,False,True,False,False,False,
77,21-42311,False,False,False,False,True,False,False,
78,21-42374,False,False,False,False,False,False,True,
79,21-42444,False,False,False,True,False,False,False,
80,21-42637,False,False,False,False,False,False,True,
81,21-42638,False,False,False,False,False,False,True,
82,21-42639,False,False,False,False,True,False,False,
83,21-42724,False,False,False,False,False,False,True,
84,21-42732,False,False,False,False,True,False,False,
85,21-42745,False,False,False,False,False,False,True,
