BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-138948,False,False,False,False,True,False,False,
21-138949,False,False,False,False,False,True,False,
21-138951,False,False,False,False,True,False,False,
21-138952,False,True,False,False,False,False,False,
21-138953,False,False,False,False,False,False,True,
21-138954,False,False,False,False,False,False,True,
21-138955,False,False,False,False,True,False,False,
21-138958,False,True,False,False,False,False,False,
21-138960,False,False,False,False,False,False,False,
21-138961,False,False,False,False,False,False,True,
21-138963,False,True,False,False,False,False,False,
21-138969,False,False,False,False,False,False,False,
21-138970,False,False,False,False,True,False,False,
21-138971,False,False,False,False,False,False,False,
21-138972,False,False,False,False,True,False,False,
21-138973,False,False,False,False,False,False,False,
21-138974,False,False,False,False,False,False,True,
21-138977,False,False,False,False,True,False,False,
21-138985,False,False,False,False,False,False,False,
21-138986,False,False,False,False,True,False,False,
21-138987,False,False,False,False,False,False,True,
21-138989,False,False,False,False,True,False,False,
21-138991,False,False,False,False,True,False,False,
21-138992,False,False,False,False,False,False,True,
21-138995,False,True,False,False,False,False,False,
21-138997,False,False,False,False,True,False,False,
21-139002,False,False,False,False,False,False,True,
21-139003,False,False,False,False,False,False,False,
21-139007,False,False,False,False,False,False,False,
21-139014,False,True,False,False,False,False,False,
21-139022,False,False,False,False,False,False,False,
21-139046,False,False,False,False,False,True,False,
21-139047,False,False,False,False,False,True,False,
21-139069,False,False,False,False,False,False,False,
21-139073,False,False,False,False,True,False,False,
21-139074,False,False,False,False,False,False,False,
21-139076,False,False,False,False,True,False,False,
21-139078,False,False,False,False,True,False,False,
21-139079,False,False,False,False,False,False,False,
21-139080,False,False,False,False,False,True,False,
21-139082,False,False,False,False,False,False,True,
21-139084,False,False,False,False,False,False,False,
21-139085,False,False,False,False,False,False,False,
21-139087,False,False,False,True,False,False,False,
21-139089,False,False,False,False,False,False,False,
21-139092,False,False,False,False,False,True,False,
21-139093,False,False,False,True,False,False,False,
21-139094,False,True,False,False,False,False,False,
21-139095,False,False,False,False,False,True,False,
21-139096,False,False,False,False,True,False,False,
21-139099,False,False,False,False,True,False,False,
21-139105,False,False,False,False,False,False,True,
21-139107,False,False,False,False,False,True,False,
21-139110,False,True,False,False,False,False,False,
21-139111,False,True,False,False,False,False,False,
21-139112,False,False,False,False,False,True,False,
21-139113,False,False,False,False,True,False,False,
21-139119,False,False,False,False,False,False,True,
21-139122,False,False,False,False,False,False,False,
21-139126,False,False,False,False,False,False,False,
21-139128,False,False,False,False,False,False,False,
21-139129,False,False,False,False,False,False,True,
21-139130,False,False,True,False,False,False,False,
21-139132,False,False,True,False,False,False,False,
21-139139,False,False,False,False,True,False,False,
21-139141,False,False,False,False,False,False,False,
21-139144,False,False,False,False,False,False,False,
21-139145,False,True,False,False,False,False,False,
21-139155,False,False,False,True,False,False,False,
21-139157,False,True,False,False,False,False,False,
21-139160,False,False,False,False,False,False,False,
21-139163,False,False,False,False,False,True,False,
21-139165,False,False,False,False,False,False,True,
21-139167,False,False,False,False,True,False,False,
21-139169,False,False,False,False,False,False,False,
21-139180,False,False,False,False,False,False,True,
21-139190,False,False,False,False,False,False,False,
21-139192,False,False,False,False,False,False,True,
21-139193,False,False,False,False,False,False,True,
21-139194,False,False,False,False,False,False,False,
21-139196,False,True,False,False,False,False,False,
21-139198,False,False,False,False,True,False,False,
21-139199,False,False,False,False,False,True,False,
21-139209,False,False,False,False,False,False,True,
21-139211,False,False,False,False,False,False,False,
21-139214,False,False,False,True,False,False,False,
21-139217,False,False,False,True,False,False,False,
21-139219,False,False,False,False,True,False,False,
21-139221,False,False,False,False,True,False,False,
21-139224,False,False,False,False,True,False,False,
21-139225,False,False,False,False,True,False,False,
21-139228,False,False,False,False,True,False,False,
21-139229,False,False,False,False,True,False,False,
21-139235,False,False,False,False,False,False,False,
21-139239,False,True,False,False,False,False,False,
21-139242,False,False,False,False,False,False,False,
21-139247,False,False,False,False,False,False,False,
21-139249,False,False,False,False,False,False,True,
21-139251,False,False,False,False,False,True,False,
21-139261,False,True,False,False,False,False,False,
21-139265,False,False,False,False,True,False,False,
21-139266,False,False,False,False,True,False,False,
21-139267,False,False,False,False,True,False,False,
21-139269,False,False,False,False,False,True,False,
21-139273,False,False,False,True,False,False,False,
21-139274,False,False,False,False,True,False,False,
21-139275,False,False,False,False,False,False,True,
21-139277,False,False,False,False,True,False,False,
21-139278,False,False,False,False,True,False,False,
21-139282,False,True,False,False,False,False,False,
21-139283,False,False,False,False,True,False,False,
21-139285,False,False,False,False,True,False,False,
21-139287,False,False,False,False,False,False,True,
21-139288,False,False,False,False,False,True,False,
21-139291,False,True,False,False,False,False,False,
21-139292,False,False,False,False,True,False,False,
21-139295,False,False,False,False,False,False,True,
21-139296,False,False,False,False,False,False,True,
21-139298,False,False,False,False,True,False,False,
21-139300,False,False,False,False,False,False,False,
21-139301,False,False,False,False,False,False,False,
21-139303,False,False,False,False,True,False,False,
21-139307,False,False,False,False,False,False,True,
21-139308,False,False,False,False,False,True,False,
21-139311,False,False,False,False,True,False,False,
21-139313,False,False,False,False,True,False,False,
21-139315,False,False,False,False,False,False,False,
21-139316,False,False,False,False,False,False,False,
21-139317,False,False,False,False,True,False,False,
21-139322,False,False,False,False,True,False,False,
21-139325,False,False,False,False,True,False,False,
21-139326,False,False,False,False,True,False,False,
21-139327,False,False,False,False,False,False,False,
21-139328,False,False,False,False,False,False,False,
21-139329,False,False,False,False,False,False,True,
21-139330,False,True,False,False,False,False,False,
21-139334,False,False,False,False,False,True,False,
21-139336,False,False,False,False,False,False,False,
21-139337,False,False,False,False,False,True,False,
21-139338,False,False,False,False,False,False,True,
21-139341,False,False,False,False,False,False,True,
21-139342,False,False,False,False,False,False,True,
21-139354,False,False,False,False,False,False,False,
21-139357,False,False,False,False,True,False,False,
21-139363,False,False,False,True,False,False,False,
21-139365,False,False,False,False,True,False,False,
21-139369,False,False,False,True,False,False,False,
21-139371,False,False,False,False,False,False,True,
21-139378,False,False,False,False,False,False,True,
21-139380,False,False,False,False,False,False,False,
21-139383,False,False,False,False,False,False,True,
21-139386,False,False,False,False,False,False,False,
21-139389,False,False,False,False,True,False,False,
21-139390,False,False,False,False,True,False,False,
21-139401,False,False,False,False,True,False,False,
21-139402,False,False,False,False,False,False,True,
21-139404,False,False,False,False,False,False,False,
21-139405,False,False,False,False,False,True,False,
21-139412,False,False,False,False,False,False,False,
21-139417,False,False,False,False,True,False,False,
21-139418,False,False,False,False,True,False,False,
21-139422,False,False,False,False,True,False,False,
21-139428,False,False,False,False,False,False,False,
21-139430,False,False,False,False,False,True,False,
21-139435,False,False,False,False,True,False,False,
21-139436,False,False,False,False,False,False,True,
21-139441,False,False,False,False,False,False,True,
21-139442,False,False,False,False,True,False,False,
21-139443,False,False,False,True,False,False,False,
21-139447,False,False,False,False,False,False,True,
21-139450,False,False,False,False,False,False,True,
21-139451,False,False,False,False,False,False,True,
21-139452,False,False,False,False,True,False,False,
21-139453,False,False,False,False,False,False,True,
21-139454,False,False,False,False,False,False,True,
21-139455,False,False,False,False,True,False,False,
21-139456,False,False,False,False,True,False,False,
21-139457,False,False,False,False,False,False,True,
21-139458,False,False,False,False,True,False,False,
21-139460,False,False,False,False,False,False,True,
21-139461,False,False,True,False,False,False,False,
21-139462,False,False,False,False,True,False,False,
21-139463,False,False,False,False,False,True,False,
21-139470,False,False,False,False,True,False,False,
21-139473,False,False,False,False,False,False,True,
21-139477,False,False,False,False,True,False,False,
21-139478,False,False,False,False,True,False,False,
21-139479,False,False,False,False,True,False,False,
21-139480,False,False,False,False,True,False,False,
21-139484,False,False,False,False,True,False,False,
21-139487,False,False,False,False,False,False,False,
21-139491,False,False,False,False,False,False,False,
21-139494,False,False,False,False,False,False,True,
21-139496,False,False,False,False,True,False,False,
21-139502,False,False,False,False,True,False,False,
21-139504,False,False,False,False,False,False,True,
21-139514,False,False,False,False,True,False,False,
21-139515,False,True,False,False,False,False,False,
21-139517,False,False,False,True,False,False,False,
21-139520,False,False,False,False,False,False,False,
21-139521,False,False,False,False,False,False,False,
21-139522,False,False,False,False,True,False,False,
21-139524,False,False,False,False,False,False,False,
21-139531,False,False,False,False,False,True,False,
21-139535,False,False,False,False,False,False,True,
21-139537,False,True,False,False,False,False,False,
21-139539,False,False,False,False,True,False,False,
21-139541,False,False,False,False,True,False,False,
21-139542,False,False,False,True,False,False,False,
21-139543,False,False,False,False,True,False,False,
21-139544,False,False,False,False,False,False,True,
21-139545,False,False,False,False,True,False,False,
21-139546,False,False,False,False,True,False,False,
21-139549,False,False,False,False,True,False,False,
21-139550,False,False,False,False,True,False,False,
21-139551,False,False,False,True,False,False,False,
21-139553,False,False,False,False,True,False,False,
21-139554,False,False,False,True,False,False,False,
21-139555,False,False,False,False,False,True,False,
21-139556,False,False,False,False,True,False,False,
21-139559,False,False,False,False,True,False,False,
21-139560,False,False,False,True,False,False,False,
21-139563,False,False,False,False,False,False,False,
21-139564,False,False,False,False,False,False,True,
21-139566,False,False,False,False,True,False,False,
21-139567,False,False,False,False,False,False,False,
21-139569,False,False,False,False,False,False,True,
21-139573,False,True,False,False,False,False,False,
21-139580,False,True,False,False,False,False,False,
21-139583,False,True,False,False,False,False,False,
21-139584,False,False,False,False,True,False,False,
21-139585,False,False,False,False,True,False,False,
21-139587,False,False,False,False,False,False,True,
21-139588,False,True,False,False,False,False,False,
21-139590,False,False,False,False,True,False,False,
21-139592,False,False,False,False,False,True,False,
21-139593,False,False,False,False,True,False,False,
21-139595,False,False,False,False,True,False,False,
21-139599,False,False,False,False,True,False,False,
21-139600,False,False,False,False,False,True,False,
21-139605,False,False,False,False,True,False,False,
21-139610,False,False,False,False,False,False,False,
21-139619,False,False,False,False,False,True,False,
21-139621,False,False,False,False,False,False,False,
21-139627,False,False,False,False,True,False,False,
21-139628,False,False,False,False,True,False,False,
21-139632,False,False,False,False,True,False,False,
21-139635,False,False,False,False,True,False,False,
21-139636,False,False,False,False,False,False,False,
21-139637,False,False,False,False,True,False,False,
21-139638,False,False,False,False,False,False,True,
21-139639,False,False,False,False,True,False,False,
21-139640,False,False,False,False,False,False,True,
21-139641,False,False,False,False,False,False,True,
21-139645,False,False,False,False,False,False,True,
21-139646,False,False,False,False,False,False,True,
21-139647,False,False,False,False,False,False,True,
21-139648,False,False,False,False,False,False,True,
21-139651,False,False,False,False,False,True,False,
21-139653,False,False,False,False,False,False,False,
21-139654,False,True,False,False,False,False,False,
21-139657,False,False,False,False,True,False,False,
21-139658,False,False,False,False,False,True,False,
21-139660,False,True,False,False,False,False,False,
21-139663,False,False,False,False,True,False,False,
21-139666,False,False,False,False,False,False,True,
21-139668,False,False,False,False,False,True,False,
21-139672,False,False,False,False,False,True,False,
21-139674,False,False,False,False,False,False,True,
21-139682,False,False,False,False,False,False,True,
21-139684,False,False,False,False,True,False,False,
21-139686,False,False,False,False,False,False,True,
21-139689,False,False,False,False,True,False,False,
21-139695,False,False,True,False,False,False,False,
21-139697,False,False,False,False,True,False,False,
21-139702,False,False,False,False,False,False,True,
21-139704,False,False,False,True,False,False,False,
21-139709,False,False,False,False,False,False,True,
21-139715,False,False,False,False,False,False,True,
21-139717,False,False,False,False,False,True,False,
21-139720,False,False,False,False,True,False,False,
21-139728,False,False,False,False,False,False,False,
21-139729,False,False,False,False,False,False,False,
21-139731,False,False,False,False,True,False,False,
21-139735,False,False,False,False,True,False,False,
21-139739,False,True,False,False,False,False,False,
21-139740,False,False,False,False,True,False,False,
21-139744,False,False,False,False,False,True,False,
21-139746,False,False,False,False,False,False,False,
21-139749,False,False,False,False,False,True,False,
21-139751,False,False,False,False,False,False,False,
21-139752,False,False,False,False,False,False,True,
21-139753,False,False,False,False,True,False,False,
21-139756,False,False,False,False,False,False,True,
21-139762,False,False,False,False,True,False,False,
21-139766,False,True,False,False,False,False,False,
21-139769,False,False,False,False,False,False,False,
21-139771,False,False,False,False,False,False,False,
21-139772,False,False,False,False,False,False,False,
21-139774,False,True,False,False,False,False,False,
21-139775,False,True,False,False,False,False,False,
21-139776,False,True,False,False,False,False,False,
21-139781,False,False,False,True,False,False,False,
21-139782,False,False,False,False,False,True,False,
21-139786,False,False,False,False,False,False,True,
21-139788,False,False,False,False,False,True,False,
21-139792,False,True,False,False,False,False,False,
