,BOAMP_AVIS_NUM,D_19_01_Annexed2_Infructueux,D_19_02_Annexed2_Recherche,D_19_03_Annexed2_Raisonstechniques,D_19_04_Annexed2_Raisonsartistiques,D_19_05_Annexed2_Proprieteintellectuelle,D_19_06_Annexed2_Urgenceimperieuse,D_19_07_Annexed2_Marchecomplementaire,D_19_08_Annexed2_Prestationsidentiques,D_19_09_Annexed2_Laureatsconcours,D_19_10_Annexed2_Matierespremieres,D_19_11_Annexed2_Cessationactivite,D_19_12_Annexed2_Liquidateurs,D_19_13_Annexed2_Achatopportunite,D_19_14_Annexed2_Horsscope,D_19_15_Annexed2_Explication
1,21-103047,"<?xml version=""1.0"" encoding=""UTF-16""?>
<INFRUCTUEUX xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,False,,False,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Une précédente procédure avec négociation ayant pour objet la maintenance des boites de vitesses de marques ZF et ALLISON des autobus de la RTM, avait été lancée. Un seul candidat a déposé une candidature relative à la procédure. Le candidat n'ayant pas déposé son offre dans les délais prescrits, la procédure fut infructueuse.En application de l'article R;2122-.2° du Code de la commande publique ""l'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque, ... aucune candidature ou aucune offre n'a été déposée dans les délais prescrits.</EXPLICATION>"
2,21-98494,,,True,,False,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Les prestations objet de l'accord-cadre ne peuvent être fournies que par la société MANITOWOC CRANE GROUP pour des raisons techniques, étant donné qu'il n'existe aucune alternative ou de remplacement raisonnable pour réaliser les prestations. En effet, cette société étant le constructeur de la grue à tour POTAIN MD1100 elle est la seule à pouvoir: - Réaliser les examens alternatifs prévus dans l'arrêté (NOR:SOCT0410466A) du 3 mars 2014 relatif aux examens approfondis des grues à tour. - Livrer les pièces détachées spécifiques - Procéder au renforcement ou au remplacement d'éléments structurants de la charpente.</EXPLICATION>"
