BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-3686,False,False,False,False,True,False,False,
21-3687,False,False,False,False,False,False,True,
21-369,False,False,False,False,False,False,True,
21-3690,False,False,False,False,False,False,False,
21-3692,False,False,False,False,False,False,False,
21-3695,False,False,False,False,False,False,True,
21-3702,False,False,False,False,False,False,False,
21-3704,False,False,False,False,False,False,False,
21-3706,False,False,False,False,False,True,False,
21-3715,False,False,False,False,True,False,False,
21-3717,False,False,False,False,False,False,True,
21-3719,False,False,False,False,True,False,False,
21-3727,False,False,False,False,True,False,False,
21-3728,False,False,False,False,False,False,True,
21-3730,False,False,False,False,False,False,False,
21-3733,False,False,False,False,False,False,False,
21-3735,False,False,False,False,True,False,False,
21-3736,False,False,False,False,False,False,True,
21-3737,False,False,False,False,False,False,False,
21-3738,False,False,False,False,False,False,False,
21-374,False,False,False,False,True,False,False,
21-3740,False,False,False,False,True,False,False,
21-3741,False,False,False,True,False,False,False,
21-3743,False,False,False,False,False,False,True,
21-3744,False,False,False,False,False,False,False,
21-3745,False,False,False,False,False,False,False,
21-3748,False,False,False,False,True,False,False,
21-3750,False,False,False,False,True,False,False,
21-3753,False,False,False,False,False,False,True,
21-3754,False,False,False,False,False,False,True,
21-3763,False,False,True,False,False,False,False,
21-3766,False,True,False,False,False,False,False,
21-3767,False,False,False,False,True,False,False,
21-3769,False,False,False,False,False,False,True,
21-3771,False,False,False,False,False,False,False,
21-3774,False,False,False,False,False,False,True,
21-3780,False,False,False,False,False,True,False,
21-3786,False,False,False,False,False,False,True,
21-3789,False,False,False,True,False,False,False,
21-3791,False,False,False,False,False,True,False,
21-3792,False,False,False,False,False,True,False,
21-3794,False,False,False,False,False,False,False,
21-3795,False,False,False,False,False,False,False,
21-3798,False,False,False,False,False,False,True,
21-3799,False,False,False,False,True,False,False,
21-38,False,False,False,False,True,False,False,
21-3800,False,False,False,False,False,False,True,
21-3808,False,False,False,False,False,False,False,
21-3811,False,False,False,False,True,False,False,
21-3823,False,True,False,False,False,False,False,
21-3825,False,False,False,False,False,False,False,
21-3826,False,False,True,False,False,False,False,
21-3829,False,False,False,False,False,False,False,
21-3834,False,False,False,False,False,False,False,
21-3835,False,False,False,False,True,False,False,
21-3842,False,False,False,True,False,False,False,
21-3850,False,False,False,False,True,False,False,
21-3851,False,False,False,True,False,False,False,
21-3853,False,False,False,False,True,False,False,
21-3855,False,False,False,True,False,False,False,
21-3856,False,False,False,False,False,False,False,
21-3858,False,False,False,False,True,False,False,
21-3862,False,False,False,False,True,False,False,
21-3864,False,False,False,False,False,False,False,
21-3867,False,False,False,True,False,False,False,
21-3872,False,False,True,False,False,False,False,
21-3874,False,False,False,True,False,False,False,
21-3875,False,False,False,False,False,False,True,
21-3883,False,False,False,False,False,False,True,
21-3885,False,False,False,False,True,False,False,
21-3887,False,False,False,True,False,False,False,
21-3888,False,False,False,True,False,False,False,
21-3890,False,False,False,True,False,False,False,
21-3893,False,False,False,False,True,False,False,
21-3894,False,False,False,False,False,False,False,
21-39,False,False,False,False,True,False,False,
21-3902,False,False,False,False,False,False,False,
21-3904,False,False,False,False,True,False,False,
21-3906,False,False,False,False,True,False,False,
21-3909,False,False,False,False,False,False,False,
21-3912,False,False,False,True,False,False,False,
21-3919,False,False,False,True,False,False,False,
21-3925,False,False,False,False,False,False,True,
21-3927,False,False,False,False,True,False,False,
21-3935,False,False,False,False,True,False,False,
21-3936,False,False,False,False,False,False,True,
21-3938,False,False,False,False,True,False,False,
21-3944,False,False,False,False,False,True,False,
21-3948,False,True,False,False,False,False,False,
21-395,False,True,False,False,False,False,False,
21-3950,False,False,False,False,False,True,False,
21-3956,False,False,False,False,True,False,False,
21-3966,False,False,False,False,False,False,True,
21-3969,False,False,False,False,True,False,False,
21-3970,False,False,False,False,True,False,False,
21-3972,False,False,False,False,True,False,False,
21-3985,False,False,False,False,False,False,False,
21-3990,False,False,False,False,False,False,False,
21-3991,False,False,False,False,False,True,False,
21-3995,False,False,False,False,True,False,False,
21-3997,False,False,False,False,True,False,False,
21-3999,False,False,False,False,True,False,False,
21-40,False,False,False,False,False,True,False,
21-400,False,False,False,False,True,False,False,
21-4000,False,False,False,True,False,False,False,
21-4006,False,False,False,True,False,False,False,
21-401,False,False,False,False,False,False,True,
21-4010,False,False,False,False,True,False,False,
21-4011,False,False,False,False,True,False,False,
21-4013,False,False,False,False,False,False,True,
21-4014,False,False,False,False,True,False,False,
21-4016,False,False,False,False,True,False,False,
21-4020,False,False,False,True,False,False,False,
21-4024,False,False,False,False,False,False,True,
21-4027,False,False,False,False,False,False,False,
21-4031,False,False,False,True,False,False,False,
21-4035,False,False,False,False,True,False,False,
21-404,False,False,False,False,True,False,False,
21-4040,False,False,False,False,False,False,True,
21-4043,False,False,False,False,False,True,False,
21-4045,False,False,False,False,True,False,False,
21-4050,False,False,False,False,True,False,False,
21-4052,False,False,False,False,False,False,True,
21-4056,False,False,False,False,False,False,False,
21-406,False,False,False,False,True,False,False,
21-4061,False,False,True,False,False,False,False,
21-4062,False,False,False,False,True,False,False,
21-4064,False,False,False,False,True,False,False,
21-4066,False,False,False,False,False,True,False,
21-4069,False,False,False,False,True,False,False,
21-407,False,False,False,False,True,False,False,
21-4072,False,False,False,False,True,False,False,
21-4074,False,False,False,False,True,False,False,
21-4079,False,False,False,False,False,True,False,
21-408,False,False,False,False,True,False,False,
21-4081,False,False,True,False,False,False,False,
21-4086,False,False,False,False,True,False,False,
21-4087,False,False,False,False,False,False,False,
21-4091,False,False,False,True,False,False,False,
21-4093,False,False,False,True,False,False,False,
21-4099,False,False,False,False,False,False,False,
21-4105,False,False,False,True,False,False,False,
21-4112,False,False,False,False,True,False,False,
21-4118,False,False,False,False,True,False,False,
21-4119,False,False,False,False,True,False,False,
21-4121,False,False,False,False,False,False,False,
21-4122,False,False,False,False,False,False,True,
21-4126,False,False,False,False,True,False,False,
21-4131,False,False,False,False,False,True,False,
21-4135,False,False,False,False,False,False,True,
21-4136,False,False,False,False,True,False,False,
21-4138,False,False,False,False,False,False,False,
21-414,False,False,False,False,False,False,False,
21-4141,False,False,False,False,False,False,False,
21-4142,False,False,False,True,False,False,False,
21-4145,False,False,False,False,False,False,False,
21-4149,False,False,False,False,True,False,False,
21-4152,False,False,False,False,False,False,False,
21-4153,False,False,False,True,False,False,False,
21-4154,False,False,False,False,True,False,False,
21-4155,False,False,False,False,True,False,False,
21-4157,False,False,False,False,False,False,False,
21-416,False,False,False,False,False,False,True,
21-4161,False,False,False,False,True,False,False,
21-4169,False,False,False,False,False,True,False,
21-417,False,False,False,False,False,False,True,
21-4176,False,False,False,False,False,False,False,
21-4178,False,False,False,True,False,False,False,
21-4180,False,False,False,True,False,False,False,
21-4182,False,False,False,False,True,False,False,
