,BOAMP_AVIS_NUM,D_20_01_Annexed3_Infructueuxrestreinte,D_20_02_Annexed3_Infructueuxdialogue,D_20_03_Annexed3_Infructueuxnegocieesspub,D_20_04_Annexed3_Autreservice,D_20_05_Annexed3_Recherche,D_20_06_Annexed3_Offresirregulieres,D_20_07_Annexed3_Raisonstechniques,D_20_08_Annexed3_Proprieteintellectuelle,D_20_09_Annexed3_Delaisincompatibles,D_20_10_Annexed3_Urgenceimperieuse,D_20_11_Annexed3_Marchecomplementaire,D_20_12_Annexed3_Prestationsidentiques,D_20_13_Annexed3_Matierespremieres,D_20_14_Annexed3_Cessationactivite,D_20_15_Annexed3_Liquidateurs,D_20_16_Annexed3_Servicemartime,D_20_17_Annexed3_Horsscope,D_20_18_Annexed3_Serviceslistes,D_20_19_Annexed3_Explication
0,21-59776,,,,,,,,,,,,,,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<HORS_SCOPE xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant du présent accord-cadre mono-attributaire à bons de commande de service est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE</EXPLICATION>"
