,BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
3085,21-35435,False,False,False,False,False,False,False,
3086,21-35440,False,True,False,False,False,False,False,
3087,21-35444,False,False,False,False,False,False,True,
3088,21-35446,False,False,False,False,False,False,True,
3089,21-35447,False,False,False,True,False,False,False,
3090,21-35450,False,False,False,False,False,True,False,
3091,21-35452,False,False,False,False,False,False,True,
3092,21-35464,False,False,False,False,False,True,False,
3093,21-35468,False,False,False,False,False,False,False,
3094,21-35469,False,False,False,False,False,False,True,
3095,21-35471,False,False,False,False,False,False,False,
3096,21-35472,False,False,False,False,False,False,True,
3097,21-35473,False,False,False,False,False,False,False,
3098,21-35475,False,False,True,False,False,False,False,
3099,21-35477,False,False,False,False,False,False,True,
3100,21-35479,False,False,False,False,True,False,False,
3101,21-35482,False,False,False,False,True,False,False,
3102,21-35485,False,False,False,False,False,False,True,
3103,21-35488,False,False,False,False,True,False,False,
3104,21-35490,False,False,False,False,False,False,True,
3105,21-35494,False,False,False,False,False,False,True,
3106,21-35495,False,False,False,False,False,True,False,
3107,21-35496,False,False,False,False,True,False,False,
3108,21-35498,False,False,False,False,False,False,True,
3109,21-35499,False,False,False,False,True,False,False,
3110,21-35500,False,False,False,False,False,False,True,
3111,21-35504,False,False,False,False,False,True,False,
3112,21-35505,False,False,False,True,False,False,False,
3113,21-35506,False,False,False,False,False,False,True,
3114,21-35509,False,False,False,False,False,False,True,
3115,21-35510,False,False,False,False,False,False,False,
3116,21-35511,False,False,False,False,True,False,False,
3117,21-35512,False,False,False,False,False,False,True,
3118,21-35513,False,False,False,False,False,False,True,
3119,21-35514,False,False,False,True,False,False,False,
3120,21-35516,False,True,False,False,False,False,False,
3121,21-35517,False,False,False,False,False,False,True,
3122,21-35518,False,False,False,True,False,False,False,
3123,21-35529,False,False,False,True,False,False,False,
3124,21-35532,False,False,False,False,True,False,False,
3125,21-35533,False,False,False,False,False,False,True,
3126,21-35542,False,True,False,False,False,False,False,
3127,21-35543,False,False,False,False,False,False,False,
3128,21-35545,False,False,False,False,True,False,False,
3129,21-35546,False,False,False,False,False,False,False,
3130,21-35547,False,False,False,False,True,False,False,
3131,21-35550,False,False,False,True,False,False,False,
3132,21-35552,False,False,False,False,False,False,False,
3133,21-35554,False,False,False,False,True,False,False,
3134,21-35556,False,False,False,True,False,False,False,
3135,21-35557,False,False,False,False,False,False,False,
3136,21-35564,False,False,False,False,False,False,True,
3137,21-35565,False,False,False,True,False,False,False,
3138,21-35569,False,False,False,False,True,False,False,
3139,21-35572,False,False,False,False,False,False,False,
3140,21-35580,False,False,False,True,False,False,False,
3141,21-35584,False,False,False,False,False,False,True,
3142,21-35585,False,False,False,False,False,False,True,
3143,21-35592,False,False,False,False,False,False,False,
3144,21-35594,False,False,False,False,False,False,True,
3145,21-35597,False,False,False,False,True,False,False,
3146,21-35598,False,False,False,False,True,False,False,
3147,21-35599,False,False,False,True,False,False,False,
3148,21-35600,False,False,False,False,True,False,False,
3149,21-35604,False,False,False,False,False,False,True,
3150,21-35609,False,False,False,False,True,False,False,
3151,21-35612,False,False,False,False,False,False,True,
3152,21-35613,False,False,False,False,False,False,True,
3153,21-35614,False,False,False,False,True,False,False,
3154,21-35615,False,False,False,False,True,False,False,
3155,21-35619,False,False,False,True,False,False,False,
3156,21-35620,False,True,False,False,False,False,False,
3157,21-35621,False,False,False,False,True,False,False,
3158,21-35623,False,False,False,False,False,False,False,
3159,21-35624,False,False,False,True,False,False,False,
3160,21-35625,False,False,False,False,False,False,True,
3161,21-35626,False,False,False,False,False,False,True,
3162,21-35627,False,False,False,False,False,False,False,
3163,21-35631,False,False,False,False,False,False,False,
3164,21-35634,False,False,False,False,True,False,False,
3165,21-35638,False,True,False,False,False,False,False,
3166,21-35644,False,False,False,False,False,False,True,
3167,21-35647,False,False,False,False,True,False,False,
3168,21-35649,False,False,False,False,False,False,False,
3169,21-35652,False,False,False,False,False,False,False,
3170,21-35655,False,False,False,False,False,False,False,
3171,21-35656,False,False,False,False,False,False,True,
3172,21-35659,False,False,False,False,False,False,True,
3173,21-35661,False,False,False,False,False,False,False,
3174,21-35663,False,True,False,False,False,False,False,
3175,21-35664,False,False,False,False,True,False,False,
3176,21-35665,False,False,False,False,True,False,False,
3177,21-35670,False,False,False,False,True,False,False,
3178,21-35672,False,False,False,False,False,False,True,
3179,21-35674,False,False,False,False,True,False,False,
3180,21-35677,False,False,False,True,False,False,False,
3181,21-35679,False,False,False,False,True,False,False,
3182,21-35680,False,False,False,False,True,False,False,
3183,21-35682,False,False,False,False,True,False,False,
3184,21-35684,False,False,False,False,False,False,True,
3185,21-35689,False,False,False,False,True,False,False,
3186,21-35690,False,False,False,False,False,False,True,
3187,21-35691,False,False,False,False,False,False,False,
3188,21-35693,False,False,False,False,False,False,True,
3189,21-35695,False,True,False,False,False,False,False,
3190,21-35696,False,False,False,False,False,False,True,
3191,21-35697,False,False,False,False,False,True,False,
3192,21-35701,False,False,False,False,False,False,True,
3193,21-35706,False,False,False,True,False,False,False,
3194,21-35707,False,False,False,False,False,False,False,
3195,21-35709,False,False,False,False,False,False,False,
3196,21-35710,False,False,False,False,True,False,False,
3197,21-35715,False,False,False,False,False,True,False,
3198,21-35716,False,False,False,False,True,False,False,
3199,21-35717,False,False,False,False,False,False,True,
3200,21-3572,False,False,False,False,True,False,False,
3201,21-35723,False,False,False,False,True,False,False,
3202,21-35728,False,True,False,False,False,False,False,
3203,21-35729,False,False,False,False,False,False,False,
3204,21-35732,False,False,False,False,True,False,False,
3205,21-35736,False,False,False,True,False,False,False,
3206,21-35739,False,False,False,False,True,False,False,
3207,21-35740,False,False,False,False,True,False,False,
3208,21-35742,False,False,False,True,False,False,False,
3209,21-35744,False,False,True,False,False,False,False,
3210,21-35746,False,False,False,False,True,False,False,
3211,21-35749,False,False,False,False,False,False,True,
3212,21-35758,False,False,False,False,True,False,False,
3213,21-35762,False,False,False,True,False,False,False,
3214,21-35763,False,False,False,False,False,False,True,
3215,21-35765,False,True,False,False,False,False,False,
3216,21-35768,False,True,False,False,False,False,False,
3217,21-35772,False,False,False,False,False,False,False,
3218,21-35774,False,False,False,False,False,True,False,
3219,21-35777,False,False,False,False,False,False,False,
3220,21-35778,False,False,False,False,True,False,False,
3221,21-35783,False,False,False,False,False,False,False,
3222,21-35784,False,False,False,False,False,False,False,
3223,21-35786,False,True,False,False,False,False,False,
3224,21-35787,False,False,False,False,False,True,False,
3225,21-35790,False,False,False,False,False,False,True,
3226,21-35796,False,False,False,False,True,False,False,
3227,21-35805,False,False,False,False,True,False,False,
3228,21-35807,False,False,False,False,False,False,True,
3229,21-35809,False,False,False,False,False,False,True,
3230,21-35812,False,False,False,True,False,False,False,
3231,21-35815,False,False,True,False,False,False,False,
3232,21-35817,False,False,False,False,True,False,False,
3233,21-35821,False,False,False,False,True,False,False,
3234,21-35822,False,False,False,False,True,False,False,
3235,21-35824,False,False,False,False,False,False,True,
3236,21-35829,False,False,False,False,True,False,False,
3237,21-35833,False,False,False,False,True,False,False,
3238,21-35837,False,True,False,False,False,False,False,
3239,21-35838,False,False,False,False,True,False,False,
3240,21-35841,False,False,False,False,True,False,False,
3241,21-35842,False,False,False,False,False,False,False,
3242,21-35845,False,False,False,False,False,True,False,
3243,21-35846,False,False,False,False,False,False,False,
3244,21-35848,False,False,False,False,False,True,False,
3245,21-35853,False,False,False,False,True,False,False,
3246,21-35854,False,False,False,False,False,True,False,
3247,21-35862,False,False,False,False,True,False,False,
3248,21-35865,False,False,False,False,True,False,False,
3249,21-35866,False,False,False,False,True,False,False,
3250,21-35867,False,False,True,False,False,False,False,
