BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
11-116542,False,False,False,False,False,False,True,
19-174419,False,False,False,False,False,False,False,
19-188040,False,False,False,False,False,False,True,
19-99055,False,False,False,False,True,False,False,
20-106925,False,False,False,False,False,True,False,
20-113152,False,False,False,False,True,False,False,
20-114596,False,True,False,False,False,False,False,
20-115515,False,False,False,False,True,False,False,
20-115536,False,False,False,False,False,False,False,
20-116496,False,False,False,False,False,True,False,
20-120877,False,False,False,False,True,False,False,
20-120883,False,False,False,False,True,False,False,
20-122031,False,False,True,False,False,False,False,
20-126746,False,False,False,False,True,False,False,
20-128940,False,True,False,False,False,False,False,
20-129299,False,False,False,False,True,False,False,
20-132377,False,False,False,False,True,False,False,
20-133230,False,False,False,False,False,False,True,
20-135676,False,False,False,False,True,False,False,
20-136378,False,False,False,False,False,True,False,
20-137656,False,False,False,False,False,False,False,
20-142404,False,False,False,False,False,False,False,
20-142481,False,False,False,False,False,False,True,
20-14304,False,False,False,False,True,False,False,
20-144153,False,True,False,False,False,False,False,
20-144455,False,False,False,False,False,False,False,
20-146115,False,True,False,False,False,False,False,
20-147073,False,False,False,False,True,False,False,
20-147289,False,False,False,False,True,False,False,
20-147415,False,False,False,False,False,False,True,
20-147505,False,False,False,False,True,False,False,
20-147684,False,False,False,False,True,False,False,
20-148191,False,False,False,False,True,False,False,
20-148994,False,True,False,False,False,False,False,
20-149037,False,False,True,False,False,False,False,
20-149084,False,False,False,False,True,False,False,
20-149118,False,False,False,False,True,False,False,
20-149701,False,False,False,True,False,False,False,
20-149717,False,False,False,False,False,True,False,
20-149718,False,False,False,False,False,False,True,
20-149746,False,False,False,True,False,False,False,
20-150015,False,False,False,True,False,False,False,
20-150634,False,False,False,False,False,True,False,
20-150848,False,False,False,False,False,False,True,
20-150940,False,False,False,True,False,False,False,
20-151015,False,True,False,False,False,False,False,
20-151047,False,False,True,False,False,False,False,
20-151388,False,True,False,False,False,False,False,
20-151993,False,False,False,False,False,True,False,
20-152233,False,False,False,False,False,False,True,
20-152864,False,False,False,False,False,False,True,
20-152880,False,False,False,False,False,False,False,
20-152960,False,False,False,False,True,False,False,
20-153121,False,False,False,False,True,False,False,
20-153290,False,True,False,False,False,False,False,
20-153513,False,False,False,False,True,False,False,
20-153638,False,False,False,True,False,False,False,
20-153816,False,False,False,False,False,False,True,
20-154469,False,False,False,False,False,False,True,
20-154527,False,False,False,False,False,True,False,
20-154551,False,False,False,False,True,False,False,
20-154803,False,False,False,False,False,False,True,
20-155043,False,False,False,False,False,False,True,
20-155320,False,False,False,False,True,False,False,
20-155378,False,False,True,False,False,False,False,
20-155513,False,False,False,False,True,False,False,
20-155859,False,False,False,False,False,False,False,
20-156451,False,False,False,False,False,True,False,
20-156610,False,False,False,False,False,False,False,
20-156663,False,False,False,False,True,False,False,
20-156887,False,False,False,False,False,False,True,
20-156915,False,True,False,False,False,False,False,
20-157181,False,False,False,False,True,False,False,
20-157219,False,True,False,False,False,False,False,
20-157432,False,False,False,False,False,False,False,
20-157445,False,False,False,False,True,False,False,
20-157516,False,False,False,False,True,False,False,
20-157536,False,False,False,False,True,False,False,
20-157568,False,False,False,False,True,False,False,
20-157632,False,False,False,False,False,False,False,
20-157789,False,False,False,False,False,False,True,
20-158028,False,False,False,False,True,False,False,
20-158136,False,False,False,False,True,False,False,
20-158316,False,False,False,False,False,False,True,
20-158373,False,False,False,False,False,False,True,
20-158471,False,False,False,False,False,False,False,
20-158656,False,False,False,False,False,False,True,
20-158712,False,False,False,False,False,False,True,
20-158725,False,False,False,False,False,False,True,
20-158795,False,False,False,False,False,False,True,
20-158825,False,False,False,False,True,False,False,
20-158856,False,False,False,False,True,False,False,
20-159001,False,False,False,False,False,False,True,
20-159038,False,False,False,False,False,False,True,
20-159040,False,False,False,False,True,False,False,
20-159078,False,False,False,False,False,False,True,
20-159110,False,False,False,True,False,False,False,
20-159313,False,False,False,False,True,False,False,
20-159367,False,False,False,False,False,False,True,
20-159393,False,False,False,False,True,False,False,
20-48237,False,True,False,False,False,False,False,
20-63462,False,False,False,False,False,False,True,
20-81417,False,False,False,True,False,False,False,
21-10000,False,False,False,False,True,False,False,
21-10001,False,False,False,False,False,False,False,
21-10004,False,False,False,False,True,False,False,
21-10006,False,False,False,False,False,False,True,
21-10007,False,False,False,False,False,False,True,
21-1001,False,False,False,False,True,False,False,
21-10012,False,False,False,True,False,False,False,
21-10014,False,False,False,False,False,False,False,
21-10015,False,False,False,False,True,False,False,
21-10017,False,False,False,False,False,False,False,
21-10022,False,False,False,False,False,True,False,
21-10024,False,False,False,True,False,False,False,
21-10028,False,False,False,False,False,False,False,
21-10030,False,False,False,False,True,False,False,
21-10032,False,False,False,False,True,False,False,
21-10033,False,False,False,False,False,False,False,
21-10034,False,False,False,False,False,False,True,
21-10036,False,False,False,False,True,False,False,
21-10044,False,False,False,False,False,True,False,
21-10045,False,False,False,False,False,False,True,
21-10046,False,False,False,False,True,False,False,
21-10051,False,False,False,False,False,False,False,
21-10055,False,False,False,False,True,False,False,
21-1006,False,False,False,False,False,False,True,
21-10063,False,True,False,False,False,False,False,
21-10067,False,False,False,False,False,False,False,
21-10068,False,False,False,False,False,False,True,
21-10072,False,False,False,False,False,False,True,
21-10073,False,False,False,False,False,False,True,
21-10079,False,False,False,False,True,False,False,
21-10081,False,False,False,False,True,False,False,
21-10083,False,False,False,False,False,False,False,
21-10085,False,False,False,False,False,False,True,
21-10086,False,False,False,False,True,False,False,
21-10090,False,False,False,False,True,False,False,
21-10091,False,False,False,False,False,False,True,
21-10092,False,False,False,False,True,False,False,
21-10095,False,False,False,False,False,False,True,
21-10096,False,False,False,False,True,False,False,
21-10097,False,False,False,False,True,False,False,
21-10099,False,False,False,False,False,False,True,
21-10101,False,False,False,False,True,False,False,
21-10102,False,False,False,False,False,False,False,
21-10105,False,False,False,False,False,True,False,
21-10106,False,False,False,True,False,False,False,
21-1011,False,False,False,False,False,False,False,
21-10110,False,False,False,False,True,False,False,
21-10115,False,False,False,False,True,False,False,
21-10116,False,False,False,False,False,False,False,
21-10119,False,False,False,True,False,False,False,
21-10123,False,False,False,False,False,False,False,
21-10125,False,False,False,False,True,False,False,
21-10127,False,False,False,True,False,False,False,
21-10129,False,False,False,False,False,False,True,
21-10131,False,False,False,False,False,False,True,
21-10132,False,False,False,False,False,True,False,
21-10141,False,True,False,False,False,False,False,
21-10145,False,False,False,False,False,False,True,
21-10146,False,False,False,False,True,False,False,
21-10148,False,False,False,False,True,False,False,
21-10153,False,False,False,True,False,False,False,
21-10154,False,False,False,False,False,False,True,
21-10155,False,True,False,False,False,False,False,
21-10157,False,False,False,False,True,False,False,
21-10160,False,False,False,False,False,False,False,
21-10161,False,False,False,False,True,False,False,
21-10164,False,False,False,False,False,False,False,
21-10165,False,False,False,False,False,False,False,
21-10172,False,False,False,False,True,False,False,
21-10174,False,False,False,False,False,False,False,
21-10177,False,False,False,False,True,False,False,
21-10178,False,False,False,True,False,False,False,
21-10179,False,False,False,False,True,False,False,
21-10184,False,True,False,False,False,False,False,
21-10185,False,False,False,False,True,False,False,
21-10186,False,False,False,False,False,False,True,
21-10188,False,False,False,False,True,False,False,
21-10192,False,False,False,False,False,False,True,
21-10195,False,True,False,False,False,False,False,
21-1020,False,False,False,False,False,False,False,
21-10202,False,False,False,False,True,False,False,
21-10204,False,True,False,False,False,False,False,
21-10205,False,False,False,False,True,False,False,
21-10206,False,False,False,False,False,False,True,
21-10210,False,False,False,False,True,False,False,
21-10212,False,False,False,False,False,False,False,
21-10213,False,False,False,False,True,False,False,
21-10216,False,False,False,False,True,False,False,
21-10218,False,False,False,False,True,False,False,
21-10221,False,False,False,False,False,False,True,
21-10223,False,False,False,True,False,False,False,
21-10224,False,True,False,False,False,False,False,
21-10225,False,False,False,False,False,True,False,
21-10226,False,False,False,False,False,False,True,
21-10229,False,False,False,False,False,False,True,
21-10231,False,False,False,False,True,False,False,
21-10232,False,True,False,False,False,False,False,
21-10235,False,False,False,False,False,False,True,
21-10239,False,False,False,False,False,False,True,
21-10240,False,False,False,False,False,False,False,
21-1025,False,False,False,False,False,False,False,
21-10257,False,False,False,False,False,False,True,
21-10258,False,False,True,False,False,False,False,
21-10259,False,False,False,True,False,False,False,
21-10260,False,False,False,False,False,True,False,
21-10274,False,False,False,False,True,False,False,
21-10278,False,False,False,False,True,False,False,
21-10279,False,False,False,False,False,False,False,
21-10288,False,False,False,False,False,False,True,
21-10293,False,False,False,False,True,False,False,
21-10297,False,False,False,False,True,False,False,
21-10298,False,False,False,False,False,False,True,
21-10301,False,False,False,False,True,False,False,
21-10305,False,False,False,False,False,True,False,
21-1031,False,False,False,False,True,False,False,
21-10312,False,False,False,False,False,False,True,
21-10318,False,False,False,False,False,False,True,
21-1032,False,False,False,False,False,True,False,
21-10320,False,False,False,False,False,False,True,
21-10322,False,False,False,False,False,False,False,
21-10323,False,False,False,False,False,False,False,
21-10326,False,False,False,False,False,False,True,
21-10327,False,False,False,False,True,False,False,
21-10331,False,False,False,False,True,False,False,
21-10335,False,False,False,False,True,False,False,
21-10339,False,False,False,True,False,False,False,
21-10340,False,False,False,False,False,False,False,
21-10345,False,False,False,False,True,False,False,
21-10346,False,False,False,False,True,False,False,
21-10349,False,False,False,False,False,False,True,
21-1035,False,False,False,False,False,False,True,
21-10350,False,False,False,False,False,False,True,
21-10355,False,False,False,True,False,False,False,
21-10357,False,False,False,False,False,False,True,
21-10358,False,False,False,False,True,False,False,
21-10365,False,False,False,False,True,False,False,
21-10370,False,False,False,True,False,False,False,
21-10372,False,True,False,False,False,False,False,
21-10373,False,False,False,False,False,False,True,
21-10379,False,False,False,False,False,False,True,
21-10382,False,False,False,False,False,False,False,
21-10383,False,True,False,False,False,False,False,
21-10384,False,False,False,False,False,False,False,
21-10385,False,False,False,False,False,False,False,
21-10391,False,False,False,True,False,False,False,
21-10395,False,False,False,False,True,False,False,
21-10396,False,False,False,False,False,False,True,
21-10397,False,False,False,True,False,False,False,
21-10400,False,False,False,False,False,True,False,
21-10406,False,False,False,False,True,False,False,
21-10407,False,False,False,False,False,False,True,
21-10408,False,False,False,False,True,False,False,
21-10414,False,False,False,False,False,False,True,
21-10415,False,False,False,False,True,False,False,
21-10419,False,False,False,False,False,False,True,
21-10421,False,False,False,False,True,False,False,
21-10425,False,False,False,False,False,False,True,
21-10426,False,False,False,True,False,False,False,
21-10435,False,False,False,True,False,False,False,
21-10436,False,False,False,False,False,False,True,
21-10444,False,False,False,False,False,True,False,
21-10445,False,False,False,False,False,True,False,
21-10454,False,False,False,False,True,False,False,
21-10456,False,False,False,False,False,False,False,
21-10458,False,False,False,False,False,False,False,
21-10459,False,False,False,False,True,False,False,
21-10460,False,False,False,False,True,False,False,
21-10461,False,False,False,False,False,False,False,
21-10472,False,False,False,False,False,False,True,
21-10479,False,False,False,False,False,False,True,
21-10481,False,False,False,False,True,False,False,
21-10485,False,False,False,False,False,False,False,
21-10493,False,False,False,False,True,False,False,
21-10496,False,False,False,False,False,True,False,
21-10497,False,False,False,False,False,False,True,
21-10499,False,False,False,False,False,False,True,
21-10500,False,False,False,False,True,False,False,
21-10503,False,False,False,False,True,False,False,
21-1051,False,False,False,False,False,True,False,
21-10510,False,False,False,False,False,False,False,
21-10511,False,False,False,False,False,False,True,
21-10520,False,False,False,False,True,False,False,
21-10526,False,False,False,False,False,False,True,
21-10543,False,False,False,False,True,False,False,
21-10545,False,False,False,False,False,False,False,
21-10580,False,False,False,False,False,False,False,
21-10620,False,False,False,False,True,False,False,
21-1063,False,False,False,False,False,False,False,
21-10639,False,False,False,False,False,True,False,
21-10643,False,False,False,False,True,False,False,
21-10645,False,False,True,False,False,False,False,
21-10647,False,True,False,False,False,False,False,
21-10648,False,False,False,False,True,False,False,
21-10649,False,False,False,False,True,False,False,
21-1065,False,False,False,False,True,False,False,
21-10653,False,False,False,False,True,False,False,
21-10659,False,False,False,True,False,False,False,
21-10662,False,False,False,False,False,False,False,
21-10664,False,False,False,False,False,True,False,
21-10665,False,False,False,False,False,False,False,
21-10671,False,False,False,False,False,False,False,
21-10676,False,False,False,False,False,False,True,
21-1068,False,False,False,False,False,False,False,
21-10681,False,False,False,False,False,False,False,
21-10684,False,False,False,False,True,False,False,
21-10685,False,False,False,False,False,False,True,
21-10690,False,False,True,False,False,False,False,
21-10691,False,False,False,False,True,False,False,
21-10693,False,False,False,True,False,False,False,
21-10694,False,False,False,False,True,False,False,
21-10698,False,False,False,True,False,False,False,
21-1070,False,False,False,True,False,False,False,
21-10705,False,False,False,False,True,False,False,
21-10707,False,False,False,False,True,False,False,
21-1071,False,False,False,False,False,False,True,
21-10710,False,False,False,False,False,False,False,
21-1072,False,False,False,True,False,False,False,
21-10722,False,False,False,False,False,False,True,
21-10725,False,False,False,False,False,False,True,
21-10726,False,False,False,False,True,False,False,
21-10729,False,False,False,True,False,False,False,
21-1073,False,False,False,False,False,False,True,
21-10739,False,False,False,True,False,False,False,
21-1074,False,False,False,False,True,False,False,
21-10742,False,False,False,False,False,False,True,
21-10743,False,False,False,False,True,False,False,
21-10745,False,False,False,False,False,False,True,
21-10746,False,False,False,False,True,False,False,
21-10747,False,False,False,False,True,False,False,
21-10749,False,False,False,False,False,False,False,
21-1075,False,False,True,False,False,False,False,
21-10750,False,False,False,False,False,False,False,
21-10754,False,False,False,False,False,False,False,
21-10756,False,False,False,False,True,False,False,
21-10759,False,False,False,False,True,False,False,
21-10760,False,False,False,False,False,False,True,
21-10761,False,False,False,False,False,False,True,
21-10762,False,False,False,False,True,False,False,
21-10767,False,False,False,False,True,False,False,
21-10771,False,False,False,False,False,False,False,
21-10774,False,False,False,False,False,False,True,
21-10778,False,False,False,False,True,False,False,
21-10780,False,False,False,False,False,False,False,
21-10782,False,False,False,False,False,False,False,
21-10789,False,False,False,False,False,False,False,
21-1079,False,False,False,False,False,False,False,
21-10790,False,False,False,False,True,False,False,
21-108,False,False,False,False,False,False,True,
21-1080,False,False,False,False,False,False,True,
21-10800,False,False,True,False,False,False,False,
21-10802,False,False,False,False,True,False,False,
21-10812,False,False,False,False,True,False,False,
21-10813,False,False,False,False,True,False,False,
21-10819,False,False,False,False,False,False,False,
21-10821,False,False,False,False,True,False,False,
21-10822,False,False,False,False,True,False,False,
21-10824,False,False,False,True,False,False,False,
21-10826,False,False,False,False,False,False,False,
21-10829,False,False,False,False,True,False,False,
21-1083,False,False,False,False,False,True,False,
21-10834,False,False,False,False,True,False,False,
21-10840,False,True,False,False,False,False,False,
21-10842,False,False,False,False,False,False,True,
21-10843,False,False,False,False,False,False,False,
21-10844,False,False,False,False,True,False,False,
21-10845,False,False,False,False,False,False,False,
21-1085,False,False,False,True,False,False,False,
21-10858,False,False,False,False,False,False,False,
21-10859,False,False,False,False,False,False,False,
21-10860,False,False,False,False,True,False,False,
21-10861,False,True,False,False,False,False,False,
21-10862,False,False,False,False,False,False,False,
21-10867,False,False,False,True,False,False,False,
21-10868,False,False,False,False,True,False,False,
21-10870,False,False,False,True,False,False,False,
21-10872,False,False,False,True,False,False,False,
21-10874,False,False,False,False,True,False,False,
21-10880,False,False,False,True,False,False,False,
21-10881,False,False,False,False,True,False,False,
21-10882,False,False,False,False,False,False,True,
21-10883,False,False,False,False,True,False,False,
21-10884,False,False,False,False,True,False,False,
21-10886,False,False,False,False,False,False,False,
21-10888,False,False,False,False,True,False,False,
21-10892,False,False,False,False,False,False,False,
21-10893,False,False,False,True,False,False,False,
21-10894,False,False,False,False,False,False,False,
21-10895,False,False,False,False,False,False,False,
21-10897,False,False,False,False,True,False,False,
21-10899,False,False,False,False,True,False,False,
