,BOAMP_AVIS_NUM,D_21_01_Annexed4_Infructueux,D_21_02_Annexed4_Raisonstechniques,D_21_03_Annexed4_Raisonsartistiques,D_21_04_Annexed4_Raisonsexclusivites,D_21_05_Annexed4_Proprieteintellectuelle,D_21_06_Annexed4_Horsscope,D_21_07_Annexed4_Explication
2,21-111431,False,False,False,False,,True,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">En application de l'article L3211-1 du code de la commande publique, la Commune peut passer des contrats de quasi-régie avec sa Sem Soremac. En effet, les trois conditions cumulatives sont remplies:1) La commune exerce un contrôle analogue à celui qu'elle exerce sur ses propres services,2) La Soremac réalise plus de 80% de son activité dans le cadre des tâches qui lui sont confiées par la Commune,3) Les capitaux privés présents au capital de la Soremac sont sans capacité de contrôle ou de blocage, de plus cette participation est obligatoire pour constituer une Sem</EXPLICATION>"
3,21-114847,False,False,False,True,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Les travaux/services ne peuvent être fournis que par un opérateur économique déterminé en raison de l'existence d'un droit exclusif.</EXPLICATION>"
