BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-124557,False,False,False,False,False,True,False,
21-124559,False,False,False,True,False,False,False,
21-124561,False,False,False,False,True,False,False,
21-124566,False,False,False,False,False,False,False,
21-124569,False,False,False,False,False,False,False,
21-124570,False,False,False,False,True,False,False,
21-124571,False,False,False,False,True,False,False,
21-124572,False,False,True,False,False,False,False,
21-124573,False,False,False,False,False,False,True,
21-124574,False,False,False,False,False,False,True,
21-124575,False,False,False,False,True,False,False,
21-124578,False,False,False,False,True,False,False,
21-124583,False,False,False,False,False,False,False,
21-124584,False,False,False,False,False,True,False,
21-124585,False,False,False,False,True,False,False,
21-124590,False,False,False,False,True,False,False,
21-124593,False,False,False,False,False,False,True,
21-124595,False,False,False,True,False,False,False,
21-124598,False,False,False,False,True,False,False,
21-124602,False,False,False,False,False,True,False,
21-124603,False,False,False,False,False,True,False,
21-124604,False,False,False,False,False,False,True,
21-124605,False,False,False,False,False,True,False,
21-124607,False,False,False,False,False,True,False,
21-124610,False,False,False,False,False,True,False,
21-124615,False,True,False,False,False,False,False,
21-124619,False,False,False,False,True,False,False,
21-124620,False,False,False,False,True,False,False,
21-124621,False,False,False,False,False,False,True,
21-124624,False,False,False,False,False,False,False,
21-124626,False,False,False,False,True,False,False,
21-124631,False,False,False,False,False,False,True,
21-124632,False,False,False,True,False,False,False,
21-124633,False,False,False,False,True,False,False,
21-124634,False,False,False,False,False,False,True,
21-124635,False,False,False,False,True,False,False,
21-124648,False,False,False,False,False,False,True,
21-124652,False,False,False,False,True,False,False,
21-124662,False,False,False,False,False,False,True,
21-124667,False,False,False,False,False,False,True,
21-124671,False,False,False,False,False,False,True,
21-124678,False,True,False,False,False,False,False,
21-124681,False,False,False,True,False,False,False,
21-124682,False,True,False,False,False,False,False,
21-124684,False,False,False,False,False,False,False,
21-124688,False,False,False,False,True,False,False,
21-124691,False,True,False,False,False,False,False,
21-124692,False,False,False,False,False,False,True,
21-124693,False,False,False,False,False,False,False,
21-124701,False,False,False,False,False,False,True,
21-124702,False,False,False,False,False,False,False,
21-124704,False,False,False,False,False,False,True,
21-124705,False,False,False,False,True,False,False,
21-124706,False,False,False,True,False,False,False,
21-124714,False,False,False,False,True,False,False,
21-124715,False,False,False,False,False,False,False,
21-124719,False,False,False,False,True,False,False,
21-124721,False,False,False,False,False,False,True,
21-124722,False,False,False,False,False,False,True,
21-124728,False,False,False,False,False,False,False,
21-124729,False,False,False,False,False,False,True,
21-124730,False,False,True,False,False,False,False,
21-124732,False,False,False,False,False,True,False,
21-124740,False,False,False,False,True,False,False,
21-124741,False,False,False,False,True,False,False,
21-124743,False,False,False,False,False,False,False,
21-124750,False,False,False,False,True,False,False,
21-124752,False,True,False,False,False,False,False,
21-124753,False,False,False,False,False,False,False,
21-124754,False,False,False,False,False,False,False,
21-124756,False,False,False,False,True,False,False,
21-124761,False,False,False,True,False,False,False,
21-124762,False,False,False,True,False,False,False,
21-124768,False,False,False,False,False,False,True,
