BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-91767,False,False,False,False,False,True,False,
21-91772,False,False,False,False,True,False,False,
21-91774,False,False,False,False,True,False,False,
21-91775,False,False,False,False,True,False,False,
21-91778,False,False,False,False,False,True,False,
21-91781,False,False,False,False,False,False,False,
21-91783,False,False,False,False,True,False,False,
21-91789,False,False,False,False,False,False,False,
21-91792,False,True,False,False,False,False,False,
21-91796,False,False,False,False,False,False,True,
21-91798,False,False,False,False,False,False,False,
21-91801,False,False,False,False,False,False,False,
21-91802,False,False,False,False,False,False,True,
21-91803,False,False,False,True,False,False,False,
21-91804,False,False,False,False,True,False,False,
21-91806,False,False,False,False,True,False,False,
21-91810,False,False,True,False,False,False,False,
21-91811,False,False,False,False,True,False,False,
21-91813,False,False,False,False,True,False,False,
21-91821,False,False,False,False,True,False,False,
21-91822,False,False,False,False,False,False,False,
21-91825,False,False,False,True,False,False,False,
21-91828,False,False,False,False,True,False,False,
21-91829,False,False,False,False,True,False,False,
21-91830,False,False,False,False,False,False,False,
21-91834,False,False,False,False,False,False,True,
21-91836,False,False,False,False,True,False,False,
21-91837,False,False,False,True,False,False,False,
21-91840,False,True,False,False,False,False,False,
21-91843,False,False,False,False,True,False,False,
21-91844,False,False,False,False,True,False,False,
21-91845,False,False,False,False,False,False,True,
21-91850,False,False,False,False,False,False,True,
21-91854,False,False,False,True,False,False,False,
21-91855,False,False,False,False,True,False,False,
21-91856,False,False,False,False,True,False,False,
21-91857,False,False,False,False,False,False,False,
21-91859,False,True,False,False,False,False,False,
21-91863,False,False,False,False,False,False,False,
21-91864,False,False,False,True,False,False,False,
21-91865,False,False,False,False,False,True,False,
21-91866,False,False,False,False,False,False,False,
21-91868,False,False,False,False,True,False,False,
21-91869,False,False,False,False,True,False,False,
21-91871,False,False,False,False,False,False,True,
21-91872,False,False,False,False,True,False,False,
21-91873,False,False,False,False,True,False,False,
21-91877,False,False,False,False,False,False,True,
21-91887,False,False,False,False,False,True,False,
21-91888,False,False,False,False,True,False,False,
21-91893,False,False,False,False,False,False,False,
21-91896,False,False,False,False,False,False,True,
21-91898,False,False,False,False,False,False,True,
21-91901,False,False,False,False,True,False,False,
