BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-151361,False,False,False,False,False,False,False,
21-151365,False,False,False,False,False,False,False,
21-151368,False,True,False,False,False,False,False,
21-151371,False,False,False,False,False,False,False,
21-151377,False,False,False,False,True,False,False,
21-151378,False,False,False,False,False,False,False,
21-151379,False,False,False,False,True,False,False,
21-151386,False,False,False,False,False,False,True,
21-151391,False,True,False,False,False,False,False,
21-151392,False,False,False,False,False,False,True,
21-151393,False,False,False,False,False,False,False,
21-151394,False,False,False,False,False,False,False,
21-151397,False,False,False,False,False,False,True,
21-151399,False,False,False,False,True,False,False,
21-151402,False,False,False,False,False,False,True,
21-151403,False,False,False,False,True,False,False,
21-151405,False,False,False,False,False,False,True,
21-151410,False,False,False,True,False,False,False,
21-151413,False,False,False,False,False,False,True,
21-151414,False,False,False,False,True,False,False,
21-151416,False,False,False,False,True,False,False,
21-151424,False,False,False,False,True,False,False,
21-151428,False,False,False,False,True,False,False,
21-151433,False,False,False,True,False,False,False,
21-151434,False,False,False,False,True,False,False,
21-151435,False,False,False,False,False,False,False,
21-151436,False,False,False,False,True,False,False,
21-151437,False,False,False,False,False,False,True,
21-151438,False,True,False,False,False,False,False,
21-151442,False,False,False,False,False,False,True,
21-151445,False,False,False,False,True,False,False,
21-151446,False,False,False,False,False,False,True,
21-151450,False,False,False,False,False,False,True,
21-151451,False,False,False,False,False,False,True,
21-151452,False,False,False,False,False,False,False,
21-151453,False,True,False,False,False,False,False,
21-151456,False,False,False,False,False,False,False,
21-151457,False,False,False,False,False,False,True,
21-151458,False,True,False,False,False,False,False,
21-151461,False,False,False,False,True,False,False,
21-151463,False,False,False,False,False,False,False,
21-151466,False,False,False,False,False,False,True,
21-151467,False,False,False,False,False,False,True,
21-151468,False,False,False,False,False,False,True,
21-151469,False,False,False,False,False,False,True,
21-151470,False,False,False,False,True,False,False,
21-151475,False,False,False,False,True,False,False,
21-151478,False,False,False,False,False,False,True,
21-151481,False,True,False,False,False,False,False,
21-151486,False,False,False,False,False,False,False,
21-151487,False,False,False,False,False,False,True,
21-151489,False,False,False,False,False,False,True,
21-151491,False,False,False,False,False,False,True,
21-151493,False,False,False,False,True,False,False,
21-151494,False,False,False,False,False,False,False,
21-151497,False,False,False,False,True,False,False,
21-151498,False,False,False,False,False,False,False,
21-151503,False,False,False,True,False,False,False,
21-151511,False,False,False,False,False,False,True,
21-151515,False,False,False,False,True,False,False,
21-151521,False,False,False,False,True,False,False,
21-151525,False,False,False,False,False,False,True,
21-151534,False,False,False,False,False,False,True,
21-151535,False,False,False,False,False,False,False,
21-151536,False,False,False,False,True,False,False,
21-151538,False,False,False,False,True,False,False,
21-151545,False,False,False,False,True,False,False,
21-151548,False,False,False,False,True,False,False,
21-151552,False,False,False,False,True,False,False,
21-151563,False,False,False,True,False,False,False,
21-151568,False,True,False,False,False,False,False,
21-151569,False,False,False,True,False,False,False,
21-151580,False,False,False,False,False,False,False,
21-151582,False,False,False,False,False,False,True,
21-151588,False,False,False,False,True,False,False,
21-151593,False,False,False,False,False,False,True,
21-151594,False,False,False,False,False,False,False,
21-151595,False,True,False,False,False,False,False,
21-151597,False,False,False,False,False,False,True,
21-151599,False,False,False,True,False,False,False,
21-151605,False,False,False,False,True,False,False,
21-151606,False,False,False,False,False,False,True,
21-151608,False,False,False,True,False,False,False,
21-151612,False,False,False,False,False,True,False,
21-151613,False,False,False,True,False,False,False,
21-151614,False,False,False,False,True,False,False,
21-151618,False,False,False,False,True,False,False,
21-151619,False,False,False,False,False,False,True,
21-151621,False,False,False,False,False,False,False,
21-151622,False,False,False,False,False,False,False,
21-151623,False,False,False,False,False,False,False,
21-151626,False,False,False,False,True,False,False,
21-151627,False,False,False,False,True,False,False,
21-151628,False,False,False,False,True,False,False,
21-151634,False,False,False,False,False,True,False,
21-151635,False,False,False,False,True,False,False,
21-151637,False,False,False,False,False,False,True,
21-151638,False,False,False,False,True,False,False,
21-151639,False,False,False,False,True,False,False,
21-151640,False,False,False,False,False,False,False,
21-151643,False,False,True,False,False,False,False,
21-151644,False,False,False,False,False,False,False,
21-151645,False,False,False,False,True,False,False,
21-151653,False,False,False,True,False,False,False,
21-151655,False,False,False,False,True,False,False,
21-151661,False,False,False,False,True,False,False,
21-151668,False,False,False,False,True,False,False,
21-151671,False,True,False,False,False,False,False,
21-151687,False,False,False,False,False,False,True,
21-151688,False,False,False,False,True,False,False,
21-151691,False,False,True,False,False,False,False,
21-151692,False,False,False,False,True,False,False,
21-151693,False,False,False,False,False,False,True,
21-151695,False,False,False,False,True,False,False,
21-151697,False,False,False,False,True,False,False,
21-151703,False,False,False,False,False,False,True,
21-151709,False,False,False,False,True,False,False,
