BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-50997,False,False,False,False,False,True,False,
21-50998,False,True,False,False,False,False,False,
21-50999,False,False,False,False,False,True,False,
21-51003,False,False,False,False,True,False,False,
21-51005,False,False,False,False,False,True,False,
21-51010,False,False,False,False,False,False,True,
21-51012,False,False,False,False,False,False,True,
21-51014,False,False,False,True,False,False,False,
21-51015,False,False,False,False,True,False,False,
21-51018,False,False,False,False,False,True,False,
21-51020,False,False,False,False,False,False,False,
21-51021,False,False,False,False,False,False,True,
21-51022,False,False,False,False,True,False,False,
21-51024,False,False,False,False,True,False,False,
21-51025,False,False,False,False,True,False,False,
21-51031,False,False,False,False,False,False,True,
21-51033,False,False,False,False,False,False,True,
21-51037,False,False,False,False,False,False,True,
21-51043,False,False,False,True,False,False,False,
21-51049,False,False,False,False,False,True,False,
21-51052,False,False,False,False,False,False,True,
21-51053,False,True,False,False,False,False,False,
21-51056,False,False,False,False,False,False,True,
21-51061,False,False,False,False,False,False,False,
21-51062,False,False,False,False,True,False,False,
21-51072,False,False,False,False,False,False,False,
21-51076,False,False,False,False,True,False,False,
21-51080,False,False,False,False,False,False,True,
21-51088,False,False,False,False,True,False,False,
21-51098,False,False,False,False,True,False,False,
21-51108,False,False,False,False,False,True,False,
21-51109,False,False,False,False,False,False,False,
21-51115,False,False,False,False,True,False,False,
21-51116,False,False,False,True,False,False,False,
21-51119,False,False,False,False,True,False,False,
21-51120,False,False,False,False,False,False,False,
21-51122,False,False,False,False,True,False,False,
21-51125,False,False,False,True,False,False,False,
21-51133,False,False,False,False,False,False,True,
21-51140,False,False,False,True,False,False,False,
21-51141,False,False,False,False,False,False,True,
21-51144,False,False,False,False,False,False,True,
21-51146,False,False,False,False,False,False,True,
21-51153,False,False,False,False,True,False,False,
21-51156,False,False,False,False,False,True,False,
21-51159,False,False,False,False,False,False,False,
21-51160,False,False,False,False,False,False,True,
21-51162,False,False,False,False,False,False,False,
21-51165,False,False,False,False,False,False,False,
21-51167,False,False,False,False,True,False,False,
21-51171,False,False,False,False,True,False,False,
21-51176,False,False,False,False,False,False,True,
21-51178,False,False,False,False,False,False,False,
21-51179,False,False,False,False,False,False,False,
21-51180,False,False,False,True,False,False,False,
21-51182,False,False,False,False,True,False,False,
21-51187,False,False,False,False,False,False,True,
21-51188,False,False,False,False,False,False,True,
21-51189,False,False,False,False,True,False,False,
21-51191,False,False,False,False,True,False,False,
21-51194,False,False,False,False,False,False,False,
21-51196,False,False,False,False,False,True,False,
21-51201,False,False,False,False,False,False,True,
21-51202,False,False,False,False,True,False,False,
21-51205,False,False,False,False,False,False,False,
21-51209,False,False,False,False,True,False,False,
21-51211,False,False,False,False,False,True,False,
21-51213,False,False,False,True,False,False,False,
21-51215,False,False,False,False,False,False,True,
21-51218,False,False,False,False,True,False,False,
21-51225,False,False,False,False,False,False,False,
21-51226,False,True,False,False,False,False,False,
21-51227,False,False,False,False,False,False,False,
21-51229,False,True,False,False,False,False,False,
21-51232,False,False,False,False,False,False,True,
21-51238,False,False,False,False,True,False,False,
21-51243,False,False,False,False,False,True,False,
21-51249,False,False,False,False,False,False,True,
21-51253,False,False,False,False,False,True,False,
