BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
21-164496,False,False,False,False,False,False,True,
21-164499,False,False,False,False,False,False,True,
21-164502,False,False,False,False,False,False,True,
21-164504,False,False,False,False,False,False,True,
21-164505,False,False,False,False,True,False,False,
21-164506,False,False,False,False,True,False,False,
21-164508,False,False,False,False,False,False,False,
21-164516,False,False,False,False,False,False,True,
21-164521,False,False,False,False,False,False,False,
21-164543,False,False,False,False,False,True,False,
21-164544,False,False,False,False,True,False,False,
21-164548,False,False,False,False,True,False,False,
21-164555,False,False,False,False,True,False,False,
21-164560,False,False,False,False,False,False,False,
21-164561,False,False,False,False,False,False,False,
21-164563,False,False,False,False,False,True,False,
21-164565,False,False,False,False,False,False,True,
21-164572,False,False,False,False,False,False,True,
21-164573,False,False,False,False,False,False,True,
21-164574,False,False,False,False,True,False,False,
21-164578,False,False,False,False,False,False,True,
21-164579,False,False,False,False,False,False,True,
21-164580,False,False,False,False,True,False,False,
21-164581,False,False,False,False,False,False,False,
21-164583,False,False,False,False,True,False,False,
21-164584,False,False,False,False,False,False,True,
21-164585,False,True,False,False,False,False,False,
21-164588,False,False,False,False,True,False,False,
21-164589,False,False,False,False,True,False,False,
21-164593,False,False,False,False,False,False,False,
21-164597,False,False,False,False,True,False,False,
21-164600,False,False,False,False,True,False,False,
21-164601,False,False,False,False,True,False,False,
21-164607,False,True,False,False,False,False,False,
21-164612,False,True,False,False,False,False,False,
21-164618,False,False,False,False,True,False,False,
21-164620,False,True,False,False,False,False,False,
21-164621,False,False,False,False,True,False,False,
21-164622,False,False,False,False,True,False,False,
21-164626,False,False,False,False,False,False,True,
21-164627,False,False,False,False,True,False,False,
