,BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
0,17-68534,False,False,False,False,True,False,False,
1,20-135373,False,False,False,False,False,False,False,
2,20-142060,False,False,False,False,False,False,False,
3,21-101957,False,False,False,False,True,False,False,
4,21-102932,False,False,False,False,False,False,False,
5,21-103767,False,False,False,True,False,False,False,
6,21-103827,False,False,False,False,True,False,False,
7,21-104755,False,False,False,False,False,False,False,
8,21-109843,False,False,False,False,False,True,False,
9,21-109987,False,False,False,False,True,False,False,
10,21-110100,False,False,False,False,True,False,False,
11,21-110576,False,True,False,False,False,False,False,
12,21-111315,False,False,False,False,False,False,True,
13,21-111372,False,False,False,False,True,False,False,
14,21-111408,False,False,False,False,True,False,False,
15,21-112872,False,False,False,False,False,False,True,
16,21-115772,False,False,False,False,False,False,True,
17,21-116822,False,True,False,False,False,False,False,
18,21-119051,False,False,False,False,False,True,False,
19,21-119739,False,False,False,False,True,False,False,
20,21-119970,False,False,False,True,False,False,False,
21,21-120611,False,False,False,False,False,False,False,
22,21-121271,False,False,False,False,False,False,True,
23,21-121395,False,False,False,False,True,False,False,
24,21-121632,False,False,False,False,True,False,False,
25,21-122685,False,False,False,False,True,False,False,
26,21-123579,False,False,False,False,False,False,True,
27,21-123692,False,False,False,False,False,False,True,
28,21-124317,False,False,False,False,True,False,False,
29,21-124368,False,False,False,False,True,False,False,
30,21-124921,False,False,False,False,True,False,False,
31,21-125099,False,True,False,False,False,False,False,
32,21-125605,False,False,False,False,False,False,False,
33,21-125701,False,False,False,False,True,False,False,
34,21-125967,False,False,False,False,False,False,True,
35,21-125995,False,False,False,False,False,True,False,
36,21-126589,False,False,False,False,False,False,True,
37,21-126627,False,False,False,False,False,True,False,
38,21-126658,False,False,False,False,False,False,False,
39,21-126687,False,False,False,False,False,False,True,
40,21-126710,False,False,False,False,True,False,False,
41,21-126920,False,False,False,False,False,False,True,
42,21-126970,False,False,True,False,False,False,False,
43,21-127014,False,False,False,False,True,False,False,
44,21-127442,False,False,False,True,False,False,False,
45,21-127471,False,False,False,False,False,False,True,
46,21-127603,False,False,False,False,False,False,False,
47,21-127681,False,False,False,False,False,False,True,
48,21-128030,False,False,False,False,True,False,False,
49,21-128053,False,True,False,False,False,False,False,
50,21-128513,False,False,False,False,False,True,False,
51,21-128565,False,False,False,True,False,False,False,
52,21-128787,False,False,False,False,False,True,False,
53,21-128799,False,False,False,False,True,False,False,
54,21-129187,False,False,False,False,False,True,False,
55,21-129210,False,False,False,True,False,False,False,
56,21-129361,False,False,False,True,False,False,False,
57,21-129473,False,False,False,False,True,False,False,
58,21-129478,False,False,False,True,False,False,False,
59,21-129521,False,True,False,False,False,False,False,
60,21-129621,False,False,False,False,False,True,False,
61,21-129633,False,False,False,True,False,False,False,
62,21-129728,False,False,False,False,True,False,False,
63,21-129815,False,False,False,False,True,False,False,
64,21-129882,False,False,False,False,True,False,False,
65,21-129941,False,False,False,False,True,False,False,
66,21-130027,False,False,False,False,False,False,False,
67,21-130104,False,False,False,False,False,False,False,
68,21-130363,False,True,False,False,False,False,False,
69,21-130395,False,False,False,False,False,True,False,
70,21-130400,False,False,False,False,False,False,True,
71,21-130571,False,False,False,False,True,False,False,
72,21-130636,False,False,False,True,False,False,False,
73,21-130734,False,False,False,False,False,False,False,
74,21-130736,False,False,False,True,False,False,False,
75,21-130791,False,False,False,False,False,False,True,
76,21-130817,False,False,True,False,False,False,False,
77,21-130873,False,False,False,True,False,False,False,
78,21-130908,False,False,False,False,True,False,False,
79,21-130942,False,False,False,False,False,True,False,
80,21-131011,False,False,False,False,False,False,False,
81,21-131026,False,False,False,False,True,False,False,
82,21-131027,False,False,False,False,False,False,False,
83,21-131029,False,False,False,False,False,False,True,
84,21-131035,False,False,False,False,True,False,False,
85,21-131142,False,False,False,False,False,False,False,
86,21-131250,False,False,False,False,False,False,True,
87,21-131410,False,True,False,False,False,False,False,
88,21-131411,False,False,False,False,True,False,False,
89,21-131415,False,False,False,False,False,False,True,
90,21-131419,False,False,False,True,False,False,False,
91,21-131421,False,False,False,True,False,False,False,
92,21-131422,False,False,False,False,True,False,False,
93,21-131425,False,False,False,False,True,False,False,
94,21-131426,False,False,False,False,True,False,False,
95,21-131427,False,False,False,False,True,False,False,
96,21-131432,False,False,False,False,False,True,False,
97,21-131433,False,True,False,False,False,False,False,
98,21-131435,False,False,False,True,False,False,False,
99,21-131437,False,False,False,False,False,False,True,
100,21-131441,False,False,False,False,False,False,False,
101,21-131443,False,False,False,False,False,False,False,
102,21-131447,False,False,False,True,False,False,False,
103,21-131451,False,True,False,False,False,False,False,
104,21-131455,False,False,False,False,False,False,False,
105,21-131459,False,False,False,False,False,True,False,
106,21-131471,False,True,False,False,False,False,False,
107,21-131472,False,False,False,False,True,False,False,
108,21-131473,False,False,False,False,False,False,False,
109,21-131475,False,False,False,False,True,False,False,
110,21-131476,False,False,True,False,False,False,False,
111,21-131478,False,False,False,False,True,False,False,
112,21-131480,False,False,False,False,False,False,True,
113,21-131481,False,False,False,False,True,False,False,
114,21-131486,False,False,False,False,True,False,False,
115,21-131487,False,False,False,False,False,False,True,
116,21-131488,False,False,False,True,False,False,False,
117,21-131490,False,False,False,False,False,False,True,
118,21-131497,False,False,False,False,False,False,False,
119,21-131499,False,False,False,False,True,False,False,
120,21-131501,False,False,False,False,True,False,False,
121,21-131504,False,True,False,False,False,False,False,
122,21-131508,False,False,False,False,False,False,True,
123,21-131511,False,False,False,False,False,True,False,
124,21-131512,False,False,False,False,False,True,False,
125,21-131520,False,False,False,False,False,False,False,
126,21-131521,False,False,False,False,False,False,True,
127,21-131525,False,False,False,False,True,False,False,
128,21-131530,False,False,False,False,True,False,False,
129,21-131531,False,False,False,False,True,False,False,
130,21-131532,False,False,False,False,False,False,True,
131,21-131533,False,False,False,False,False,True,False,
132,21-131534,False,False,False,True,False,False,False,
133,21-131535,False,False,False,False,True,False,False,
134,21-131536,False,False,False,False,True,False,False,
135,21-131539,False,False,False,False,True,False,False,
136,21-131541,False,False,False,False,True,False,False,
137,21-131543,False,False,False,True,False,False,False,
138,21-131556,False,False,False,False,False,False,False,
139,21-131558,False,False,False,False,True,False,False,
140,21-131562,False,True,False,False,False,False,False,
141,21-131565,False,False,False,False,False,False,True,
142,21-131569,False,False,False,False,False,False,False,
143,21-131570,False,False,False,False,True,False,False,
144,21-131571,False,True,False,False,False,False,False,
145,21-131572,False,False,False,False,True,False,False,
146,21-131575,False,False,False,False,True,False,False,
147,21-131576,False,False,False,False,True,False,False,
148,21-131577,False,False,False,False,True,False,False,
149,21-131578,False,False,False,False,False,False,True,
150,21-131587,False,False,False,False,False,False,False,
151,21-131588,False,False,False,False,False,False,False,
152,21-131590,False,False,False,False,False,True,False,
153,21-131593,False,False,False,False,False,False,False,
154,21-131594,False,False,False,False,False,False,True,
155,21-131595,False,False,False,False,False,False,True,
156,21-131596,False,True,False,False,False,False,False,
157,21-131605,False,False,False,False,False,False,True,
158,21-131607,False,False,False,False,True,False,False,
159,21-131612,False,False,False,False,False,False,True,
160,21-131614,False,False,False,False,True,False,False,
161,21-131616,False,False,False,False,False,False,False,
162,21-131617,False,True,False,False,False,False,False,
163,21-131621,False,False,False,True,False,False,False,
164,21-131622,False,False,False,False,True,False,False,
165,21-131623,False,False,False,False,False,False,False,
166,21-131625,False,False,False,False,False,False,True,
167,21-131629,False,False,False,True,False,False,False,
168,21-131630,False,False,False,False,True,False,False,
169,21-131631,False,False,False,False,False,False,False,
170,21-131632,False,False,False,False,False,False,False,
171,21-131643,False,True,False,False,False,False,False,
172,21-131648,False,False,False,False,True,False,False,
173,21-131649,False,False,False,False,True,False,False,
174,21-131650,False,False,False,False,False,True,False,
175,21-131651,False,False,False,False,True,False,False,
176,21-131654,False,False,False,False,False,True,False,
177,21-131655,False,False,False,False,True,False,False,
178,21-131656,False,False,False,False,False,False,False,
179,21-131657,False,False,False,False,False,False,False,
180,21-131659,False,False,False,False,True,False,False,
181,21-131661,False,False,False,False,True,False,False,
182,21-131665,False,False,False,False,True,False,False,
183,21-131666,False,True,False,False,False,False,False,
184,21-131669,False,True,False,False,False,False,False,
185,21-131673,False,False,False,False,False,False,False,
186,21-131674,False,False,False,False,False,False,True,
187,21-131676,False,False,False,False,False,False,False,
188,21-131682,False,False,False,False,False,False,True,
189,21-131685,False,False,False,False,True,False,False,
190,21-131687,False,False,True,False,False,False,False,
191,21-131696,False,False,False,True,False,False,False,
192,21-131699,False,False,False,False,False,False,True,
193,21-131700,False,False,False,False,True,False,False,
194,21-131701,False,False,False,False,True,False,False,
195,21-131703,False,False,False,False,False,False,True,
196,21-131705,False,False,False,False,True,False,False,
197,21-131706,False,True,False,False,False,False,False,
